date,aqi,Main Pollutant,ozone,PM10,PM25,date_aqi
2000-04-29,41,Ozone,41,26,32,04/29/2000
2000-04-30,35,PM2.5,37,23,35,04/30/2000
2000-05-01,38,PM10,34,38,32,05/01/2000
2000-05-02,31,Ozone,31,23,29,05/02/2000
2000-05-03,27,PM2.5,27,17,27,05/03/2000
2000-05-04,44,Ozone,44,19,22,05/04/2000
2000-05-05,45,Ozone,45,19,18,05/05/2000
2000-05-06,42,Ozone,42,12,14,05/06/2000
2000-05-07,44,Ozone,44,13,15,05/07/2000
2000-05-08,44,Ozone,44,27,16,05/08/2000
2000-05-09,33,Ozone,33,7,17,05/09/2000
2000-05-10,38,Ozone,38,17,6,05/10/2000
2000-05-11,39,Ozone,39,21,11,05/11/2000
2000-05-12,35,Ozone,35,19,17,05/12/2000
2000-05-13,40,Ozone,40,15,9,05/13/2000
2000-05-14,39,Ozone,39,19,17,05/14/2000
2000-05-15,36,Ozone,36,24,26,05/15/2000
2000-05-16,46,Ozone,46,21,26,05/16/2000
2000-05-17,44,Ozone,44,27,27,05/17/2000
2000-05-18,38,Ozone,38,18,31,05/18/2000
2000-05-19,34,Ozone,34,19,26,05/19/2000
2000-05-20,44,Ozone,44,19,22,05/20/2000
2000-05-21,34,Ozone,34,19,30,05/21/2000
2000-05-22,46,Ozone,46,21,31,05/22/2000
2000-05-23,64,Ozone,64,25,32,05/23/2000
2000-05-24,54,Ozone,54,28,33,05/24/2000
2000-05-25,61,Ozone,61,26,27,05/25/2000
2000-05-26,47,Ozone,47,29,21,05/26/2000
2000-05-27,33,Ozone,33,12,15,05/27/2000
2000-05-28,36,Ozone,36,10,14,05/28/2000
2000-05-29,35,Ozone,35,11,13,05/29/2000
2000-05-30,39,Ozone,39,12,13,05/30/2000
2000-05-31,40,Ozone,40,13,9,05/31/2000
2000-06-01,40,Ozone,40,17,15,06/01/2000
2000-06-02,36,Ozone,36,21,22,06/02/2000
2000-06-03,45,Ozone,45,17,15,06/03/2000
2000-06-04,18,PM10,42,18,27,06/04/2000
2000-06-05,41,PM10,40,41,39,06/05/2000
2000-06-06,23,PM10,37,23,33,06/06/2000
2000-06-07,28,PM2.5,35,28,28,06/07/2000
2000-06-08,23,PM2.5,32,23,23,06/08/2000
2000-06-09,30,Ozone,30,10,15,06/09/2000
2000-06-10,31,Ozone,31,9,8,06/10/2000
2000-06-11,26,Ozone,26,9,8,06/11/2000
2000-06-12,15,PM10,12,15,11,06/12/2000
2000-06-13,28,Ozone,28,15,14,06/13/2000
2000-06-14,18,PM2.5,16,18,18,06/14/2000
2000-06-15,22,Ozone,22,14,16,06/15/2000
2000-06-16,23,Ozone,23,12,15,06/16/2000
2000-06-17,14,PM2.5,24,12,14,06/17/2000
2000-06-18,15,PM10,25,15,16,06/18/2000
2000-06-19,27,Ozone,27,11,18,06/19/2000
2000-06-20,20,PM2.5,30,18,20,06/20/2000
2000-06-21,20,PM10,34,20,17,06/21/2000
2000-06-22,12,PM10,38,12,21,06/22/2000
2000-06-23,42,Ozone,42,24,26,06/23/2000
2000-06-24,23,Ozone,23,22,16,06/24/2000
2000-06-25,31,Ozone,31,11,18,06/25/2000
2000-06-26,30,Ozone,30,13,21,06/26/2000
2000-06-27,37,Ozone,37,24,24,06/27/2000
2000-06-28,34,Ozone,34,28,27,06/28/2000
2000-06-29,38,Ozone,38,27,33,06/29/2000
2000-06-30,43,Ozone,43,31,34,06/30/2000
2000-07-01,44,Ozone,44,25,35,07/01/2000
2000-07-02,39,Ozone,39,20,22,07/02/2000
2000-07-03,27,Ozone,27,19,24,07/03/2000
2000-07-04,30,PM10,20,30,26,07/04/2000
2000-07-05,28,PM2.5,26,18,28,07/05/2000
2000-07-06,23,Ozone,23,10,27,07/06/2000
2000-07-07,30,Ozone,30,15,27,07/07/2000
2000-07-08,31,Ozone,31,19,27,07/08/2000
2000-07-09,35,Ozone,35,11,26,07/09/2000
2000-07-10,33,Ozone,33,17,26,07/10/2000
2000-07-11,32,Ozone,32,20,26,07/11/2000
2000-07-12,41,Ozone,41,26,26,07/12/2000
2000-07-13,42,Ozone,42,24,27,07/13/2000
2000-07-14,46,Ozone,46,29,28,07/14/2000
2000-07-15,39,Ozone,39,17,11,07/15/2000
2000-07-16,31,Ozone,31,17,17,07/16/2000
2000-07-17,35,Ozone,35,24,24,07/17/2000
2000-07-18,37,Ozone,37,35,31,07/18/2000
2000-07-19,45,Ozone,45,33,38,07/19/2000
2000-07-20,45,Ozone,45,30,34,07/20/2000
2000-07-21,44,Ozone,44,39,33,07/21/2000
2000-07-22,38,Ozone,38,30,33,07/22/2000
2000-07-23,31,PM2.5,31,31,31,07/23/2000
2000-07-24,31,Ozone,31,19,31,07/24/2000
2000-07-25,38,Ozone,38,24,31,07/25/2000
2000-07-26,39,Ozone,39,25,32,07/26/2000
2000-07-27,38,Ozone,38,30,30,07/27/2000
2000-07-28,31,Ozone,31,27,29,07/28/2000
2000-07-29,31,Ozone,31,24,28,07/29/2000
2000-07-30,28,Ozone,28,26,33,07/30/2000
2000-07-31,43,PM10,30,43,38,07/31/2000
2000-08-01,43,PM2.5,40,37,43,08/01/2000
2000-08-02,50,PM2.5,45,33,50,08/02/2000
2000-08-03,40,Ozone,40,32,44,08/03/2000
2000-08-04,53,PM10,41,53,38,08/04/2000
2000-08-05,36,Ozone,36,26,33,08/05/2000
2000-08-06,42,Ozone,42,28,36,08/06/2000
2000-08-07,40,PM2.5,39,25,40,08/07/2000
2000-08-08,51,PM10,44,51,86,08/08/2000
2000-08-09,132,PM2.5,45,55,132,08/09/2000
2000-08-10,85,PM2.5,42,55,85,08/10/2000
2000-08-11,42,Ozone,42,23,56,08/11/2000
2000-08-12,44,Ozone,44,20,28,08/12/2000
2000-08-13,54,PM2.5,46,22,54,08/13/2000
2000-08-14,41,Ozone,41,30,57,08/14/2000
2000-08-15,42,Ozone,42,38,60,08/15/2000
2000-08-16,64,PM2.5,39,36,64,08/16/2000
2000-08-17,51,PM10,44,51,52,08/17/2000
2000-08-18,61,Ozone,61,55,40,08/18/2000
2000-08-19,31,Ozone,31,25,29,08/19/2000
2000-08-20,31,Ozone,31,19,48,08/20/2000
2000-08-21,31,Ozone,31,30,67,08/21/2000
2000-08-22,86,PM2.5,36,51,86,08/22/2000
2000-08-23,71,PM2.5,44,57,71,08/23/2000
2000-08-24,77,PM10,27,77,71,08/24/2000
2000-08-25,72,PM2.5,50,40,72,08/25/2000
2000-08-26,56,PM2.5,42,33,56,08/26/2000
2000-08-27,33,Ozone,33,19,49,08/27/2000
2000-08-28,42,PM2.5,38,26,42,08/28/2000
2000-08-29,41,Ozone,41,33,48,08/29/2000
2000-08-30,24,PM10,16,24,54,08/30/2000
2000-08-31,60,PM2.5,29,32,60,08/31/2000
2000-09-01,20,Ozone,20,19,44,09/01/2000
2000-09-02,23,Ozone,23,6,29,09/02/2000
2000-09-03,27,Ozone,27,9,14,09/03/2000
2000-09-04,30,Ozone,30,10,16,09/04/2000
2000-09-05,25,Ozone,25,11,19,09/05/2000
2000-09-06,22,PM2.5,13,11,22,09/06/2000
2000-09-07,26,Ozone,26,17,19,09/07/2000
2000-09-08,31,Ozone,31,18,16,09/08/2000
2000-09-09,25,Ozone,25,9,13,09/09/2000
2000-09-10,20,Ozone,20,8,18,09/10/2000
2000-09-11,22,Ozone,22,14,23,09/11/2000
2000-09-12,29,PM2.5,27,23,29,09/12/2000
2000-09-13,31,PM10,31,31,36,09/13/2000
2000-09-14,36,PM10,21,36,44,09/14/2000
2000-09-15,52,PM2.5,18,41,52,09/15/2000
2000-09-16,45,PM10,24,45,40,09/16/2000
2000-09-17,29,Ozone,29,20,29,09/17/2000
2000-09-18,21,Ozone,21,18,18,09/18/2000
2000-09-19,29,Ozone,29,27,15,09/19/2000
2000-09-20,16,CO,13,14,12,09/20/2000
2000-09-21,24,Ozone,24,11,9,09/21/2000
2000-09-22,28,Ozone,28,11,21,09/22/2000
2000-09-23,27,Ozone,27,18,33,09/23/2000
2000-09-24,46,PM2.5,27,22,46,09/24/2000
2000-09-25,29,PM10,28,29,48,09/25/2000
2000-09-26,36,PM10,30,36,51,09/26/2000
2000-09-27,54,PM2.5,31,40,54,09/27/2000
2000-09-28,45,PM10,26,45,42,09/28/2000
2000-09-29,46,PM10,27,46,31,09/29/2000
2000-09-30,21,Ozone,21,11,20,09/30/2000
2000-10-01,34,Ozone,34,9,27,10/01/2000
2000-10-02,33,Ozone,33,19,34,10/02/2000
2000-10-03,42,PM2.5,30,19,42,10/03/2000
2000-10-04,30,PM10,23,30,47,10/04/2000
2000-10-05,23,Ozone,23,21,53,10/05/2000
2000-10-06,59,PM2.5,27,39,59,10/06/2000
2000-10-07,32,PM10,26,32,63,10/07/2000
2000-10-08,34,PM10,21,34,68,10/08/2000
2000-10-09,73,PM2.5,22,46,73,10/09/2000
2000-10-10,43,PM10,30,43,68,10/10/2000
2000-10-11,39,PM10,33,39,63,10/11/2000
2000-10-12,59,PM2.5,36,34,59,10/12/2000
2000-10-13,19,PM10,17,19,52,10/13/2000
2000-10-14,14,PM10,7,14,46,10/14/2000
2000-10-15,40,PM2.5,25,15,40,10/15/2000
2000-10-16,22,Ozone,22,19,42,10/16/2000
2000-10-17,27,Ozone,27,18,44,10/17/2000
2000-10-18,47,PM2.5,30,24,47,10/18/2000
2000-10-19,32,Ozone,32,20,35,10/19/2000
2000-10-20,21,Ozone,21,20,24,10/20/2000
2000-10-21,25,Ozone,25,9,13,10/21/2000
2000-10-22,27,Ozone,27,14,31,10/22/2000
2000-10-23,22,PM10,19,22,49,10/23/2000
2000-10-24,67,PM2.5,14,31,67,10/24/2000
2000-10-25,39,PM10,9,39,66,10/25/2000
2000-10-26,36,PM10,29,36,65,10/26/2000
2000-10-27,64,PM2.5,8,31,64,10/27/2000
2000-10-28,26,CO,22,20,62,10/28/2000
2000-10-29,24,CO,19,9,60,10/29/2000
2000-10-30,58,PM2.5,19,20,58,10/30/2000
2000-10-31,18,Ozone,18,15,58,10/31/2000
2000-11-01,19,PM10,19,19,59,11/01/2000
2000-11-02,60,PM2.5,22,34,60,11/02/2000
2000-11-03,34,PM10,21,34,52,11/03/2000
2000-11-04,26,Ozone,26,22,44,11/04/2000
2000-11-05,36,PM2.5,22,11,36,11/05/2000
2000-11-06,29,Ozone,29,15,44,11/06/2000
2000-11-07,22,Ozone,22,20,53,11/07/2000
2000-11-08,62,PM2.5,31,25,62,11/08/2000
2000-11-09,34,Ozone,34,6,67,11/09/2000
2000-11-10,27,Ozone,27,13,73,11/10/2000
2000-11-11,79,PM2.5,26,32,79,11/11/2000
2000-11-12,24,Ozone,24,23,83,11/12/2000
2000-11-13,29,PM10,26,29,87,11/13/2000
2000-11-14,91,PM2.5,19,49,91,11/14/2000
2000-11-15,44,PM10,19,44,84,11/15/2000
2000-11-16,34,PM10,22,34,77,11/16/2000
2000-11-17,71,PM2.5,23,30,71,11/17/2000
2000-11-18,30,CO,26,17,68,11/18/2000
2000-11-19,31,CO,22,14,66,11/19/2000
2000-11-20,64,PM2.5,26,28,64,11/20/2000
2000-11-21,22,PM10,17,22,63,11/21/2000
2000-11-22,20,PM10,15,20,62,11/22/2000
2000-11-23,62,PM2.5,18,16,62,11/23/2000
2000-11-24,24,PM10,16,24,59,11/24/2000
2000-11-25,25,CO,23,20,56,11/25/2000
2000-11-26,53,PM2.5,20,12,53,11/26/2000
2000-11-27,25,Ozone,25,10,58,11/27/2000
2000-11-28,31,PM10,26,31,64,11/28/2000
2000-11-29,70,PM2.5,24,17,70,11/29/2000
2000-11-30,32,CO,11,25,71,11/30/2000
2000-12-01,26,CO,17,22,72,12/01/2000
2000-12-02,74,PM2.5,18,20,74,12/02/2000
2000-12-03,28,CO,15,16,61,12/03/2000
2000-12-04,20,CO,16,13,48,12/04/2000
2000-12-05,35,PM2.5,21,14,35,12/05/2000
2000-12-06,19,Ozone,19,9,46,12/06/2000
2000-12-07,15,PM10,14,15,57,12/07/2000
2000-12-08,69,PM2.5,14,16,69,12/08/2000
2000-12-09,29,Ozone,29,7,61,12/09/2000
2000-12-10,25,Ozone,25,6,53,12/10/2000
2000-12-11,45,PM2.5,24,10,45,12/11/2000
2000-12-12,22,CO,21,7,50,12/12/2000
2000-12-13,23,CO,19,9,56,12/13/2000
2000-12-14,62,PM2.5,17,17,62,12/14/2000
2000-12-15,26,Ozone,26,12,49,12/15/2000
2000-12-16,22,CO,16,13,36,12/16/2000
2000-12-17,27,Ozone,27,10,24,12/17/2000
2000-12-18,35,CO,26,17,44,12/18/2000
2000-12-19,49,CO,26,11,65,12/19/2000
2000-12-20,86,PM2.5,18,34,86,12/20/2000
2000-12-21,26,CO,24,9,74,12/21/2000
2000-12-22,25,CO,18,9,63,12/22/2000
2000-12-23,52,PM2.5,11,12,52,12/23/2000
2000-12-24,25,CO,13,12,54,12/24/2000
2000-12-25,19,Ozone,19,15,56,12/25/2000
2000-12-26,59,PM2.5,14,18,59,12/26/2000
2000-12-27,49,CO,15,14,60,12/27/2000
2000-12-28,44,CO,12,17,61,12/28/2000
2000-12-29,63,PM2.5,15,21,63,12/29/2000
2000-12-30,23,CO,11,10,62,12/30/2000
2000-12-31,20,CO,11,8,62,12/31/2000
2001-01-01,62,PM2.5,11,13,62,01/01/2001
2001-01-02,28,CO,17,13,64,01/02/2001
2001-01-03,26,CO,11,19,66,01/03/2001
2001-01-04,68,PM2.5,19,21,68,01/04/2001
2001-01-05,33,CO,29,7,70,01/05/2001
