,date,date_wxstation,LATITUDE,LONGITUDE,PRCP,SNOW,TMAX,TMIN,wx_station,did_PRCP,did_SNOW
3594,2005-09-11,2005-09-11_st_mary,48.7375,-113.4305,0.2,0.0,46.0,34.0,st_mary,1,0
3595,2005-09-11,2005-09-11_west_glac,48.5002,-113.9847,1.1,0.0,42.0,34.0,west_glac,1,0
3596,2005-09-12,2005-09-12_east_glac,48.4472,-113.2236,0.0,0.0,45.0,41.0,east_glac,0,0
3597,2005-09-12,2005-09-12_many_glac,48.8,-113.67,0.0,0.0,53.0,39.0,many_glac,0,0
3598,2005-09-12,2005-09-12_st_mary,48.7375,-113.4305,0.0,0.0,54.0,35.0,st_mary,0,0
3599,2005-09-12,2005-09-12_west_glac,48.5002,-113.9847,0.2,0.0,49.0,40.0,west_glac,1,0
3600,2005-09-13,2005-09-13_east_glac,48.4472,-113.2236,0.0,0.0,53.0,31.0,east_glac,0,0
3601,2005-09-13,2005-09-13_many_glac,48.8,-113.67,0.0,0.0,52.0,48.0,many_glac,0,0
3602,2005-09-13,2005-09-13_st_mary,48.7375,-113.4305,0.0,0.0,55.0,32.0,st_mary,0,0
3603,2005-09-13,2005-09-13_west_glac,48.5002,-113.9847,0.07,0.0,54.0,44.0,west_glac,1,0
3604,2005-09-14,2005-09-14_east_glac,48.4472,-113.2236,0.02,0.0,57.0,48.0,east_glac,1,0
3605,2005-09-14,2005-09-14_many_glac,48.8,-113.67,0.0,0.0,59.0,44.0,many_glac,0,0
3606,2005-09-14,2005-09-14_st_mary,48.7375,-113.4305,0.0,0.0,64.0,45.0,st_mary,0,0
3607,2005-09-14,2005-09-14_west_glac,48.5002,-113.9847,0.04,0.0,62.0,46.0,west_glac,1,0
3608,2005-09-15,2005-09-15_east_glac,48.4472,-113.2236,0.0,0.0,63.0,39.0,east_glac,0,0
3609,2005-09-15,2005-09-15_many_glac,48.8,-113.67,0.0,0.0,60.0,38.0,many_glac,0,0
3610,2005-09-15,2005-09-15_st_mary,48.7375,-113.4305,0.0,0.0,62.0,39.0,st_mary,0,0
3611,2005-09-15,2005-09-15_west_glac,48.5002,-113.9847,0.0,0.0,66.0,42.0,west_glac,0,0
3612,2005-09-16,2005-09-16_east_glac,48.4472,-113.2236,0.0,0.0,63.0,34.0,east_glac,0,0
3613,2005-09-16,2005-09-16_many_glac,48.8,-113.67,0.0,0.0,49.0,36.0,many_glac,0,0
3614,2005-09-16,2005-09-16_st_mary,48.7375,-113.4305,0.0,0.0,48.0,35.0,st_mary,0,0
3615,2005-09-16,2005-09-16_west_glac,48.5002,-113.9847,0.0,0.0,65.0,38.0,west_glac,0,0
3616,2005-09-17,2005-09-17_east_glac,48.4472,-113.2236,0.17,0.0,46.0,42.0,east_glac,1,0
3617,2005-09-17,2005-09-17_many_glac,48.8,-113.67,0.0,0.0,63.0,44.0,many_glac,0,0
3618,2005-09-17,2005-09-17_st_mary,48.7375,-113.4305,0.0,0.0,63.0,38.0,st_mary,0,0
3619,2005-09-17,2005-09-17_west_glac,48.5002,-113.9847,0.21,0.0,62.0,41.0,west_glac,1,0
3620,2005-09-18,2005-09-18_east_glac,48.4472,-113.2236,0.0,0.0,47.0,36.0,east_glac,0,0
3621,2005-09-18,2005-09-18_many_glac,48.8,-113.67,0.0,0.0,59.0,45.0,many_glac,0,0
3622,2005-09-18,2005-09-18_st_mary,48.7375,-113.4305,0.0,0.0,61.0,44.0,st_mary,0,0
3623,2005-09-18,2005-09-18_west_glac,48.5002,-113.9847,0.02,0.0,62.0,45.0,west_glac,1,0
3624,2005-09-19,2005-09-19_east_glac,48.4472,-113.2236,0.0,0.0,60.0,42.0,east_glac,0,0
3625,2005-09-19,2005-09-19_many_glac,48.8,-113.67,0.1,0.0,61.0,49.0,many_glac,1,0
3626,2005-09-19,2005-09-19_st_mary,48.7375,-113.4305,0.1,0.0,66.0,50.0,st_mary,1,0
3627,2005-09-19,2005-09-19_west_glac,48.5002,-113.9847,0.0,0.0,67.0,39.0,west_glac,0,0
3628,2005-09-20,2005-09-20_east_glac,48.4472,-113.2236,0.0,0.0,66.0,38.0,east_glac,0,0
3629,2005-09-20,2005-09-20_many_glac,48.8,-113.67,0.0,0.0,63.0,41.0,many_glac,0,0
3630,2005-09-20,2005-09-20_st_mary,48.7375,-113.4305,0.0,0.0,66.0,38.0,st_mary,0,0
3631,2005-09-20,2005-09-20_west_glac,48.5002,-113.9847,0.0,0.0,69.0,36.0,west_glac,0,0
3632,2005-09-21,2005-09-21_east_glac,48.4472,-113.2236,0.0,0.0,65.0,30.0,east_glac,0,0
3633,2005-09-21,2005-09-21_many_glac,48.8,-113.67,0.0,0.0,59.0,31.0,many_glac,0,0
3634,2005-09-21,2005-09-21_st_mary,48.7375,-113.4305,0.0,0.0,62.0,28.0,st_mary,0,0
3635,2005-09-21,2005-09-21_west_glac,48.5002,-113.9847,0.0,0.0,68.0,32.0,west_glac,0,0
3636,2005-09-22,2005-09-22_east_glac,48.4472,-113.2236,0.0,0.0,59.0,30.0,east_glac,0,0
3637,2005-09-22,2005-09-22_many_glac,48.8,-113.67,0.1,0.0,58.0,32.0,many_glac,1,0
3638,2005-09-22,2005-09-22_st_mary,48.7375,-113.4305,0.1,0.0,60.0,32.0,st_mary,1,0
3639,2005-09-22,2005-09-22_west_glac,48.5002,-113.9847,0.0,0.0,65.0,33.0,west_glac,0,0
3640,2005-09-23,2005-09-23_east_glac,48.4472,-113.2236,0.03,0.0,60.0,34.0,east_glac,1,0
3641,2005-09-23,2005-09-23_many_glac,48.8,-113.67,0.1,0.0,43.0,29.0,many_glac,1,0
3642,2005-09-23,2005-09-23_st_mary,48.7375,-113.4305,0.1,0.0,44.0,28.0,st_mary,1,0
3643,2005-09-23,2005-09-23_west_glac,48.5002,-113.9847,0.13,0.0,65.0,40.0,west_glac,1,0
3644,2005-09-24,2005-09-24_east_glac,48.4472,-113.2236,0.03,0.0,41.0,24.0,east_glac,1,0
3645,2005-09-24,2005-09-24_many_glac,48.8,-113.67,0.0,0.0,55.0,24.0,many_glac,0,0
3646,2005-09-24,2005-09-24_st_mary,48.7375,-113.4305,0.0,0.0,56.0,24.0,st_mary,0,0
3647,2005-09-24,2005-09-24_west_glac,48.5002,-113.9847,0.0,0.0,63.0,30.0,west_glac,0,0
3648,2005-09-25,2005-09-25_east_glac,48.4472,-113.2236,0.01,0.0,52.0,27.0,east_glac,1,0
3649,2005-09-25,2005-09-25_many_glac,48.8,-113.67,0.1,0.0,54.0,41.0,many_glac,1,0
3650,2005-09-25,2005-09-25_st_mary,48.7375,-113.4305,0.1,0.0,57.0,36.0,st_mary,1,0
3651,2005-09-25,2005-09-25_west_glac,48.5002,-113.9847,0.0,0.0,63.0,31.0,west_glac,0,0
3652,2005-09-26,2005-09-26_east_glac,48.4472,-113.2236,0.0,0.0,67.0,43.0,east_glac,0,0
3653,2005-09-26,2005-09-26_many_glac,48.8,-113.67,0.0,0.0,61.0,44.0,many_glac,0,0
3654,2005-09-26,2005-09-26_st_mary,48.7375,-113.4305,0.0,0.0,66.0,43.0,st_mary,0,0
3655,2005-09-26,2005-09-26_west_glac,48.5002,-113.9847,0.0,0.0,70.0,30.0,west_glac,0,0
3656,2005-09-27,2005-09-27_east_glac,48.4472,-113.2236,0.0,0.0,67.0,35.0,east_glac,0,0
3657,2005-09-27,2005-09-27_many_glac,48.8,-113.67,0.0,0.0,44.0,30.0,many_glac,0,0
3658,2005-09-27,2005-09-27_st_mary,48.7375,-113.4305,0.0,0.0,42.0,29.0,st_mary,0,0
3659,2005-09-27,2005-09-27_west_glac,48.5002,-113.9847,0.0,0.0,70.0,31.0,west_glac,0,0
3660,2005-09-28,2005-09-28_east_glac,48.4472,-113.2236,0.06,0.0,67.0,27.0,east_glac,1,0
3661,2005-09-28,2005-09-28_many_glac,48.8,-113.67,0.0,0.0,58.0,32.0,many_glac,0,0
3662,2005-09-28,2005-09-28_st_mary,48.7375,-113.4305,0.0,0.0,60.0,27.0,st_mary,0,0
3663,2005-09-28,2005-09-28_west_glac,48.5002,-113.9847,0.0,0.0,65.0,27.0,west_glac,0,0
3664,2005-09-29,2005-09-29_east_glac,48.4472,-113.2236,0.01,0.0,61.0,47.0,east_glac,1,0
3665,2005-09-29,2005-09-29_many_glac,48.8,-113.67,2.4,0.0,56.0,45.0,many_glac,1,0
3666,2005-09-29,2005-09-29_st_mary,48.7375,-113.4305,2.4,0.0,59.0,52.0,st_mary,1,0
3667,2005-09-29,2005-09-29_west_glac,48.5002,-113.9847,0.11,0.0,61.0,29.0,west_glac,1,0
3668,2005-09-30,2005-09-30_east_glac,48.4472,-113.2236,0.98,0.0,65.0,51.0,east_glac,1,0
3669,2005-09-30,2005-09-30_many_glac,48.8,-113.67,0.0,0.0,56.0,45.0,many_glac,0,0
3670,2005-09-30,2005-09-30_st_mary,48.7375,-113.4305,0.0,0.0,60.0,45.0,st_mary,0,0
3671,2005-09-30,2005-09-30_west_glac,48.5002,-113.9847,0.99,0.0,61.0,51.0,west_glac,1,0
3672,2006-05-01,2006-05-01_east_glac,48.4472,-113.2236,0.0,0.0,44.0,28.0,east_glac,0,0
3673,2006-05-01,2006-05-01_many_glac,48.8,-113.67,0.2,0.0,51.0,33.0,many_glac,1,0
3674,2006-05-01,2006-05-01_st_mary,48.7375,-113.4305,0.2,0.0,51.0,31.0,st_mary,1,0
3675,2006-05-01,2006-05-01_west_glac,48.5002,-113.9847,0.01,0.0,56.0,36.0,west_glac,1,0
3676,2006-05-02,2006-05-02_east_glac,48.4472,-113.2236,0.04,0.0,51.0,28.0,east_glac,1,0
3677,2006-05-02,2006-05-02_many_glac,48.8,-113.67,0.4,0.0,47.0,32.0,many_glac,1,0
3678,2006-05-02,2006-05-02_st_mary,48.7375,-113.4305,0.4,0.0,44.0,31.0,st_mary,1,0
3679,2006-05-02,2006-05-02_west_glac,48.5002,-113.9847,0.07,0.0,51.0,34.0,west_glac,1,0
3680,2006-05-03,2006-05-03_east_glac,48.4472,-113.2236,0.0,0.0,47.0,25.0,east_glac,0,0
3681,2006-05-03,2006-05-03_many_glac,48.8,-113.67,0.0,0.0,46.0,29.0,many_glac,0,0
3682,2006-05-03,2006-05-03_st_mary,48.7375,-113.4305,0.0,0.0,45.0,25.0,st_mary,0,0
3683,2006-05-03,2006-05-03_west_glac,48.5002,-113.9847,0.01,0.0,55.0,33.0,west_glac,1,0
3684,2006-05-04,2006-05-04_east_glac,48.4472,-113.2236,0.0,0.0,43.0,22.0,east_glac,0,0
3685,2006-05-04,2006-05-04_many_glac,48.8,-113.67,0.0,0.0,56.0,25.0,many_glac,0,0
3686,2006-05-04,2006-05-04_st_mary,48.7375,-113.4305,0.0,0.0,56.0,20.0,st_mary,0,0
3687,2006-05-04,2006-05-04_west_glac,48.5002,-113.9847,0.0,0.0,60.0,27.0,west_glac,0,0
3688,2006-05-05,2006-05-05_east_glac,48.4472,-113.2236,0.0,0.0,53.0,28.0,east_glac,0,0
3689,2006-05-05,2006-05-05_many_glac,48.8,-113.67,0.0,0.0,62.0,32.0,many_glac,0,0
3690,2006-05-05,2006-05-05_st_mary,48.7375,-113.4305,0.0,0.0,64.0,26.0,st_mary,0,0
3691,2006-05-05,2006-05-05_west_glac,48.5002,-113.9847,0.0,0.0,69.0,27.0,west_glac,0,0
3692,2006-05-06,2006-05-06_east_glac,48.4472,-113.2236,0.0,0.0,66.0,47.0,east_glac,0,0
3693,2006-05-06,2006-05-06_many_glac,48.8,-113.67,0.0,0.0,61.0,45.0,many_glac,0,0
3694,2006-05-06,2006-05-06_st_mary,48.7375,-113.4305,0.0,0.0,59.0,46.0,st_mary,0,0
3695,2006-05-06,2006-05-06_west_glac,48.5002,-113.9847,0.0,0.0,70.0,31.0,west_glac,0,0
3696,2006-05-07,2006-05-07_east_glac,48.4472,-113.2236,0.2,0.0,49.0,39.0,east_glac,1,0
3697,2006-05-07,2006-05-07_many_glac,48.8,-113.67,0.2,0.0,46.0,38.0,many_glac,1,0
3698,2006-05-07,2006-05-07_st_mary,48.7375,-113.4305,0.2,0.0,49.0,39.0,st_mary,1,0
3699,2006-05-07,2006-05-07_west_glac,48.5002,-113.9847,0.03,0.0,65.0,45.0,west_glac,1,0
3700,2006-05-08,2006-05-08_east_glac,48.4472,-113.2236,0.1,0.0,62.0,34.0,east_glac,1,0
3701,2006-05-08,2006-05-08_many_glac,48.8,-113.67,0.1,0.0,44.0,33.0,many_glac,1,0
3702,2006-05-08,2006-05-08_st_mary,48.7375,-113.4305,0.1,0.0,44.0,32.0,st_mary,1,0
3703,2006-05-08,2006-05-08_west_glac,48.5002,-113.9847,0.16,0.0,52.0,37.0,west_glac,1,0
3704,2006-05-09,2006-05-09_east_glac,48.4472,-113.2236,0.03,0.0,45.0,28.0,east_glac,1,0
3705,2006-05-09,2006-05-09_many_glac,48.8,-113.67,0.0,0.0,51.0,30.0,many_glac,0,0
3706,2006-05-09,2006-05-09_st_mary,48.7375,-113.4305,0.0,0.0,47.0,31.0,st_mary,0,0
3707,2006-05-09,2006-05-09_west_glac,48.5002,-113.9847,0.0,0.0,54.0,30.0,west_glac,0,0
3708,2006-05-10,2006-05-10_east_glac,48.4472,-113.2236,0.0,0.0,49.0,26.0,east_glac,0,0
3709,2006-05-10,2006-05-10_many_glac,48.8,-113.67,0.0,0.0,57.0,29.0,many_glac,0,0
3710,2006-05-10,2006-05-10_st_mary,48.7375,-113.4305,0.0,0.0,57.0,25.0,st_mary,0,0
3711,2006-05-10,2006-05-10_west_glac,48.5002,-113.9847,0.0,0.0,62.0,26.0,west_glac,0,0
3712,2006-05-11,2006-05-11_east_glac,48.4472,-113.2236,0.0,0.0,57.0,39.0,east_glac,0,0
3713,2006-05-11,2006-05-11_many_glac,48.8,-113.67,0.2,0.0,63.0,38.0,many_glac,1,0
3714,2006-05-11,2006-05-11_st_mary,48.7375,-113.4305,0.2,0.0,63.0,37.0,st_mary,1,0
3715,2006-05-11,2006-05-11_west_glac,48.5002,-113.9847,0.0,0.0,67.0,32.0,west_glac,0,0
3716,2006-05-12,2006-05-12_east_glac,48.4472,-113.2236,0.0,0.0,64.0,47.0,east_glac,0,0
3717,2006-05-12,2006-05-12_many_glac,48.8,-113.67,0.2,0.0,55.0,39.0,many_glac,1,0
3718,2006-05-12,2006-05-12_st_mary,48.7375,-113.4305,0.2,0.0,53.0,43.0,st_mary,1,0
3719,2006-05-12,2006-05-12_west_glac,48.5002,-113.9847,0.15,0.0,67.0,42.0,west_glac,1,0
3720,2006-05-13,2006-05-13_east_glac,48.4472,-113.2236,0.0,0.0,58.0,29.0,east_glac,0,0
3721,2006-05-13,2006-05-13_many_glac,48.8,-113.67,0.0,0.0,61.0,31.0,many_glac,0,0
3722,2006-05-13,2006-05-13_st_mary,48.7375,-113.4305,0.0,0.0,62.0,29.0,st_mary,0,0
3723,2006-05-13,2006-05-13_west_glac,48.5002,-113.9847,0.0,0.0,69.0,31.0,west_glac,0,0
3724,2006-05-14,2006-05-14_east_glac,48.4472,-113.2236,0.0,0.0,64.0,30.0,east_glac,0,0
3725,2006-05-14,2006-05-14_many_glac,48.8,-113.67,0.0,0.0,71.0,30.0,many_glac,0,0
3726,2006-05-14,2006-05-14_st_mary,48.7375,-113.4305,0.0,0.0,73.0,27.0,st_mary,0,0
3727,2006-05-14,2006-05-14_west_glac,48.5002,-113.9847,0.0,0.0,76.0,29.0,west_glac,0,0
3728,2006-05-15,2006-05-15_east_glac,48.4472,-113.2236,0.0,0.0,71.0,37.0,east_glac,0,0
3729,2006-05-15,2006-05-15_many_glac,48.8,-113.67,0.0,0.0,77.0,33.0,many_glac,0,0
3730,2006-05-15,2006-05-15_st_mary,48.7375,-113.4305,0.0,0.0,79.0,32.0,st_mary,0,0
3731,2006-05-15,2006-05-15_west_glac,48.5002,-113.9847,0.0,0.0,82.0,50.0,west_glac,0,0
3732,2006-05-16,2006-05-16_east_glac,48.4472,-113.2236,0.0,0.0,78.0,37.0,east_glac,0,0
3733,2006-05-16,2006-05-16_many_glac,48.8,-113.67,0.0,0.0,80.0,36.0,many_glac,0,0
3734,2006-05-16,2006-05-16_st_mary,48.7375,-113.4305,0.0,0.0,82.0,37.0,st_mary,0,0
3735,2006-05-16,2006-05-16_west_glac,48.5002,-113.9847,0.0,0.0,85.0,41.0,west_glac,0,0
3736,2006-05-17,2006-05-17_east_glac,48.4472,-113.2236,0.0,0.0,80.0,43.0,east_glac,0,0
3737,2006-05-17,2006-05-17_many_glac,48.8,-113.67,0.0,0.0,80.0,42.0,many_glac,0,0
3738,2006-05-17,2006-05-17_st_mary,48.7375,-113.4305,0.0,0.0,81.0,37.0,st_mary,0,0
3739,2006-05-17,2006-05-17_west_glac,48.5002,-113.9847,0.0,0.0,85.0,42.0,west_glac,0,0
3740,2006-05-18,2006-05-18_east_glac,48.4472,-113.2236,0.0,0.0,81.0,47.0,east_glac,0,0
3741,2006-05-18,2006-05-18_many_glac,48.8,-113.67,0.0,0.0,80.0,46.0,many_glac,0,0
3742,2006-05-18,2006-05-18_st_mary,48.7375,-113.4305,0.0,0.0,81.0,43.0,st_mary,0,0
3743,2006-05-18,2006-05-18_west_glac,48.5002,-113.9847,0.0,0.0,88.0,45.0,west_glac,0,0
3744,2006-05-19,2006-05-19_east_glac,48.4472,-113.2236,0.0,0.0,80.0,47.0,east_glac,0,0
3745,2006-05-19,2006-05-19_many_glac,48.8,-113.67,0.2,0.0,73.0,51.0,many_glac,1,0
3746,2006-05-19,2006-05-19_st_mary,48.7375,-113.4305,0.2,0.0,75.0,46.0,st_mary,1,0
3747,2006-05-19,2006-05-19_west_glac,48.5002,-113.9847,0.11,0.0,86.0,52.0,west_glac,1,0
3748,2006-05-20,2006-05-20_east_glac,48.4472,-113.2236,0.0,0.0,73.0,45.0,east_glac,0,0
3749,2006-05-20,2006-05-20_many_glac,48.8,-113.67,0.4,0.0,72.0,44.0,many_glac,1,0
3750,2006-05-20,2006-05-20_st_mary,48.7375,-113.4305,0.4,0.0,72.0,42.0,st_mary,1,0
3751,2006-05-20,2006-05-20_west_glac,48.5002,-113.9847,0.19,0.0,74.0,47.0,west_glac,1,0
3752,2006-05-21,2006-05-21_east_glac,48.4472,-113.2236,0.0,0.0,68.0,48.0,east_glac,0,0
3753,2006-05-21,2006-05-21_many_glac,48.8,-113.67,0.0,0.0,68.0,47.0,many_glac,0,0
3754,2006-05-21,2006-05-21_st_mary,48.7375,-113.4305,0.0,0.0,70.0,44.0,st_mary,0,0
3755,2006-05-21,2006-05-21_west_glac,48.5002,-113.9847,0.1,0.0,74.0,50.0,west_glac,1,0
3756,2006-05-22,2006-05-22_east_glac,48.4472,-113.2236,0.0,0.0,71.0,44.0,east_glac,0,0
3757,2006-05-22,2006-05-22_many_glac,48.8,-113.67,0.0,0.0,77.0,42.0,many_glac,0,0
3758,2006-05-22,2006-05-22_st_mary,48.7375,-113.4305,0.0,0.0,76.0,40.0,st_mary,0,0
3759,2006-05-22,2006-05-22_west_glac,48.5002,-113.9847,0.0,0.0,76.0,44.0,west_glac,0,0
3760,2006-05-23,2006-05-23_east_glac,48.4472,-113.2236,0.0,0.0,76.0,50.0,east_glac,0,0
3761,2006-05-23,2006-05-23_many_glac,48.8,-113.67,0.0,0.0,65.0,51.0,many_glac,0,0
3762,2006-05-23,2006-05-23_st_mary,48.7375,-113.4305,0.0,0.0,65.0,47.0,st_mary,0,0
3763,2006-05-23,2006-05-23_west_glac,48.5002,-113.9847,0.04,0.0,77.0,53.0,west_glac,1,0
3764,2006-05-24,2006-05-24_east_glac,48.4472,-113.2236,0.0,0.0,66.0,37.0,east_glac,0,0
3765,2006-05-24,2006-05-24_many_glac,48.8,-113.67,0.3,0.0,68.0,44.0,many_glac,1,0
3766,2006-05-24,2006-05-24_st_mary,48.7375,-113.4305,0.3,0.0,68.0,36.0,st_mary,1,0
3767,2006-05-24,2006-05-24_west_glac,48.5002,-113.9847,0.0,0.0,75.0,39.0,west_glac,0,0
3768,2006-05-25,2006-05-25_east_glac,48.4472,-113.2236,0.02,0.0,69.0,44.0,east_glac,1,0
3769,2006-05-25,2006-05-25_many_glac,48.8,-113.67,0.1,0.0,62.0,43.0,many_glac,1,0
3770,2006-05-25,2006-05-25_st_mary,48.7375,-113.4305,0.1,0.0,62.0,44.0,st_mary,1,0
3771,2006-05-25,2006-05-25_west_glac,48.5002,-113.9847,0.05,0.0,73.0,49.0,west_glac,1,0
3772,2006-05-26,2006-05-26_east_glac,48.4472,-113.2236,0.37,0.0,63.0,38.0,east_glac,1,0
3773,2006-05-26,2006-05-26_many_glac,48.8,-113.67,0.2,0.0,53.0,36.0,many_glac,1,0
3774,2006-05-26,2006-05-26_st_mary,48.7375,-113.4305,0.2,0.0,55.0,37.0,st_mary,1,0
3775,2006-05-26,2006-05-26_west_glac,48.5002,-113.9847,0.7,0.0,65.0,44.0,west_glac,1,0
3776,2006-05-27,2006-05-27_east_glac,48.4472,-113.2236,0.1,0.0,55.0,35.0,east_glac,1,0
3777,2006-05-27,2006-05-27_many_glac,48.8,-113.67,0.1,0.0,43.0,36.0,many_glac,1,0
3778,2006-05-27,2006-05-27_st_mary,48.7375,-113.4305,0.1,0.0,40.0,35.0,st_mary,1,0
3779,2006-05-27,2006-05-27_west_glac,48.5002,-113.9847,0.08,0.0,50.0,39.0,west_glac,1,0
3780,2006-05-28,2006-05-28_east_glac,48.4472,-113.2236,0.67,0.0,40.0,34.0,east_glac,1,0
3781,2006-05-28,2006-05-28_many_glac,48.8,-113.67,0.4,0.0,51.0,35.0,many_glac,1,0
3782,2006-05-28,2006-05-28_st_mary,48.7375,-113.4305,0.4,0.0,49.0,33.0,st_mary,1,0
3783,2006-05-28,2006-05-28_west_glac,48.5002,-113.9847,0.15,0.0,57.0,41.0,west_glac,1,0
3784,2006-05-29,2006-05-29_east_glac,48.4472,-113.2236,0.36,0.0,47.0,34.0,east_glac,1,0
3785,2006-05-29,2006-05-29_many_glac,48.8,-113.67,0.4,0.0,51.0,41.0,many_glac,1,0
3786,2006-05-29,2006-05-29_st_mary,48.7375,-113.4305,0.4,0.0,51.0,34.0,st_mary,1,0
3787,2006-05-29,2006-05-29_west_glac,48.5002,-113.9847,0.37,0.0,57.0,42.0,west_glac,1,0
3788,2006-05-30,2006-05-30_east_glac,48.4472,-113.2236,0.02,0.0,51.0,42.0,east_glac,1,0
3789,2006-05-30,2006-05-30_many_glac,48.8,-113.67,0.0,0.0,59.0,39.0,many_glac,0,0
3790,2006-05-30,2006-05-30_st_mary,48.7375,-113.4305,0.0,0.0,60.0,35.0,st_mary,0,0
3791,2006-05-30,2006-05-30_west_glac,48.5002,-113.9847,0.03,0.0,65.0,44.0,west_glac,1,0
3792,2006-05-31,2006-05-31_east_glac,48.4472,-113.2236,0.0,0.0,60.0,33.0,east_glac,0,0
3793,2006-05-31,2006-05-31_many_glac,48.8,-113.67,0.0,0.0,67.0,34.0,many_glac,0,0
3794,2006-05-31,2006-05-31_st_mary,48.7375,-113.4305,0.0,0.0,68.0,31.0,st_mary,0,0
3795,2006-05-31,2006-05-31_west_glac,48.5002,-113.9847,0.0,0.0,72.0,36.0,west_glac,0,0
3796,2006-06-01,2006-06-01_east_glac,48.4472,-113.2236,0.0,0.0,67.0,38.0,east_glac,0,0
3797,2006-06-01,2006-06-01_many_glac,48.8,-113.67,0.0,0.0,75.0,37.0,many_glac,0,0
3798,2006-06-01,2006-06-01_st_mary,48.7375,-113.4305,0.0,0.0,77.0,34.0,st_mary,0,0
3799,2006-06-01,2006-06-01_west_glac,48.5002,-113.9847,0.0,0.0,83.0,41.0,west_glac,0,0
3800,2006-06-02,2006-06-02_east_glac,48.4472,-113.2236,0.0,0.0,77.0,45.0,east_glac,0,0
3801,2006-06-02,2006-06-02_many_glac,48.8,-113.67,0.0,0.0,76.0,42.0,many_glac,0,0
3802,2006-06-02,2006-06-02_st_mary,48.7375,-113.4305,0.0,0.0,77.0,41.0,st_mary,0,0
3803,2006-06-02,2006-06-02_west_glac,48.5002,-113.9847,0.0,0.0,83.0,45.0,west_glac,0,0
3804,2006-06-03,2006-06-03_east_glac,48.4472,-113.2236,0.01,0.0,78.0,51.0,east_glac,1,0
3805,2006-06-03,2006-06-03_many_glac,48.8,-113.67,0.0,0.0,63.0,49.0,many_glac,0,0
3806,2006-06-03,2006-06-03_st_mary,48.7375,-113.4305,0.0,0.0,63.0,51.0,st_mary,0,0
3807,2006-06-03,2006-06-03_west_glac,48.5002,-113.9847,0.09,0.0,81.0,53.0,west_glac,1,0
3808,2006-06-04,2006-06-04_east_glac,48.4472,-113.2236,0.0,0.0,66.0,45.0,east_glac,0,0
3809,2006-06-04,2006-06-04_many_glac,48.8,-113.67,0.7,0.0,61.0,45.0,many_glac,1,0
3810,2006-06-04,2006-06-04_st_mary,48.7375,-113.4305,0.7,0.0,63.0,47.0,st_mary,1,0
3811,2006-06-04,2006-06-04_west_glac,48.5002,-113.9847,0.07,0.0,70.0,43.0,west_glac,1,0
3812,2006-06-05,2006-06-05_east_glac,48.4472,-113.2236,0.0,0.0,68.0,46.0,east_glac,0,0
3813,2006-06-05,2006-06-05_many_glac,48.8,-113.67,0.0,0.0,63.0,46.0,many_glac,0,0
3814,2006-06-05,2006-06-05_st_mary,48.7375,-113.4305,0.0,0.0,63.0,48.0,st_mary,0,0
3815,2006-06-05,2006-06-05_west_glac,48.5002,-113.9847,0.24,0.0,70.0,46.0,west_glac,1,0
3816,2006-06-06,2006-06-06_east_glac,48.4472,-113.2236,0.0,0.0,65.0,37.0,east_glac,0,0
3817,2006-06-06,2006-06-06_many_glac,48.8,-113.67,0.0,0.0,71.0,40.0,many_glac,0,0
3818,2006-06-06,2006-06-06_st_mary,48.7375,-113.4305,0.0,0.0,71.0,40.0,st_mary,0,0
3819,2006-06-06,2006-06-06_west_glac,48.5002,-113.9847,0.0,0.0,74.0,41.0,west_glac,0,0
3820,2006-06-07,2006-06-07_east_glac,48.4472,-113.2236,0.0,0.0,66.0,42.0,east_glac,0,0
3821,2006-06-07,2006-06-07_many_glac,48.8,-113.67,0.0,0.0,71.0,41.0,many_glac,0,0
3822,2006-06-07,2006-06-07_st_mary,48.7375,-113.4305,0.0,0.0,72.0,42.0,st_mary,0,0
3823,2006-06-07,2006-06-07_west_glac,48.5002,-113.9847,0.0,0.0,83.0,53.0,west_glac,0,0
3824,2006-06-08,2006-06-08_east_glac,48.7375,-113.4305,0.0,0.0,61.0,48.0,st_mary,0,0
3825,2006-06-08,2006-06-08_many_glac,48.8,-113.67,0.3,0.0,59.0,50.0,many_glac,1,0
3826,2006-06-08,2006-06-08_st_mary,48.7375,-113.4305,0.3,0.0,61.0,48.0,st_mary,1,0
3827,2006-06-08,2006-06-08_west_glac,48.5002,-113.9847,0.32,0.0,77.0,53.0,west_glac,1,0
3828,2006-06-09,2006-06-09_east_glac,48.7375,-113.4305,0.32,0.0,67.0,42.0,st_mary,1,0
3829,2006-06-09,2006-06-09_many_glac,48.8,-113.67,0.5,0.0,68.0,45.0,many_glac,1,0
3830,2006-06-09,2006-06-09_st_mary,48.7375,-113.4305,0.5,0.0,67.0,42.0,st_mary,1,0
3831,2006-06-09,2006-06-09_west_glac,48.5002,-113.9847,0.1,0.0,74.0,49.0,west_glac,1,0
3832,2006-06-10,2006-06-10_east_glac,48.4472,-113.2236,0.3,0.0,49.0,41.0,east_glac,1,0
3833,2006-06-10,2006-06-10_many_glac,48.8,-113.67,0.3,0.0,50.0,43.0,many_glac,1,0
3834,2006-06-10,2006-06-10_st_mary,48.7375,-113.4305,0.3,0.0,49.0,43.0,st_mary,1,0
3835,2006-06-10,2006-06-10_west_glac,48.5002,-113.9847,0.5,0.0,74.0,48.0,west_glac,1,0
