"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"03/10/2007","56","PM10","White Fish Dead End","30-029-0009","AQS","14","37","56","52"
"03/11/2007","18","PM10","White Fish Dead End","30-029-0009","AQS","15","18","18","."
"03/12/2007","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","39","24","."
"03/13/2007","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","47","46","23"
"03/14/2007","59","PM10","White Fish Dead End","30-029-0009","AQS","8","39","59","."
"03/15/2007","56","PM10","White Fish Dead End","30-029-0009","AQS","10","42","56","."
"03/16/2007","28","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","18","28","22","28"
"03/17/2007","37","PM10","Kalispell Flathead Electric","30-029-0047","AQS","16","30","37","."
"03/18/2007","37","PM10","White Fish Dead End","30-029-0009","AQS","15","32","37","."
"03/19/2007","67","PM10","White Fish Dead End","30-029-0009","AQS","11","31","67","39"
"03/20/2007","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","31","."
"03/21/2007","47","PM10","White Fish Dead End","30-029-0009","AQS","6","42","47","."
"03/22/2007","64","PM10","White Fish Dead End","30-029-0009","AQS","7","36","64","41"
"03/23/2007","49","PM10","White Fish Dead End","30-029-0009","AQS","8","37","49","."
"03/24/2007","38","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14","22","38","."
"03/25/2007","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","35","16","20"
"03/26/2007","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","40","36","."
"03/27/2007","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","37","21","."
"03/28/2007","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","35","28"
"03/29/2007","55","PM10","White Fish Dead End","30-029-0009","AQS","9","44","55","."
"03/30/2007","68","PM10","White Fish Dead End","30-029-0009","AQS","10","46","68","."
"03/31/2007","48","PM2.5","White Fish Dead End","30-029-0009","AQS","11","36","42","48"
"04/01/2007","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41","19","."
"04/02/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","35","."
"04/03/2007","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","29","37"
"04/04/2007","49","PM10","White Fish Dead End","30-029-0009","AQS","10","41","49","."
"04/05/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","36","22","."
"04/06/2007","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","34","21","21"
"04/07/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","36","31","."
"04/08/2007","44","PM10","White Fish Dead End","30-029-0009","AQS","8",".","44","."
"04/09/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","28","27"
"04/10/2007","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","35","17","."
"04/11/2007","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","34","31","."
"04/12/2007","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","37","33","8"
"04/13/2007","54","PM10","White Fish Dead End","30-029-0009","AQS","9","39","54","34"
"04/14/2007","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","39","27","."
"04/15/2007","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","16","19"
"04/16/2007","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","42","35","."
"04/17/2007","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","40","27","."
"04/18/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","36","14","19"
"04/19/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","31","9","."
"04/20/2007","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","40","29","."
"04/21/2007","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","42","31","28"
"04/22/2007","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","17","."
"04/23/2007","31","PM10","White Fish Dead End","30-029-0009","AQS","10",".","31","."
"04/24/2007","41","PM10","White Fish Dead End","30-029-0009","AQS","9","41","41","25"
"04/25/2007","41","PM10","White Fish Dead End","30-029-0009","AQS","9","36","41","."
"04/26/2007","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41","22","."
"04/27/2007","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","43","31","25"
"04/28/2007","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","48","31","."
"04/29/2007","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","46","28","."
"04/30/2007","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","48","41","32"
"05/01/2007","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","42","39","."
"05/02/2007","54","PM10","White Fish Dead End","30-029-0009","AQS","9","42","54","."
"05/03/2007","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","32","8","11"
"05/04/2007","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","35","16","."
"05/05/2007","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","14","."
"05/06/2007","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","24","23"
"05/07/2007","34","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10","33","34","."
"05/08/2007","63","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9","34","63","."
"05/09/2007","51","PM10","White Fish Dead End","30-029-0009","AQS","10","50","51","30"
"05/10/2007","33","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10",".","33","."
"05/11/2007","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","49","44","."
"05/12/2007","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","36","33"
"05/13/2007","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","12","."
"05/14/2007","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","23","."
"05/15/2007","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","49","31","44"
"05/16/2007","53","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10","47","53","."
"05/17/2007","64","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","64","61","."
"05/18/2007","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","48","41","47"
"05/19/2007","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","33","32","."
"05/20/2007","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","15","."
"05/21/2007","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","32","12","16"
"05/22/2007","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","16","."
"05/23/2007","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","40","18","."
"05/24/2007","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","27","12","16"
"05/25/2007","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","32","11","."
"05/26/2007","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","39","19","."
"05/27/2007","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","45","15","21"
"05/28/2007","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","27","15","."
"05/29/2007","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","29","13","."
"05/30/2007","63","PM10","White Fish Dead End","30-029-0009","AQS","8","35","63","46"
"05/31/2007","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","42","33","."
"06/01/2007","43","PM10","White Fish Dead End","30-029-0009","AQS","9","42","43","."
"06/02/2007","45","PM2.5","White Fish Dead End","30-029-0009","AQS","9","44","35","45"
"06/03/2007","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","47","27","."
"06/04/2007","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","46","35","."
"06/05/2007","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","28","19","22"
"06/06/2007","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","20","12","."
"06/07/2007","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","20","19","."
"06/08/2007","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","24","20","20"
"06/09/2007","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","28","15","."
"06/10/2007","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","32","11","."
"06/11/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","23","19"
"06/12/2007","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","19","."
"06/13/2007","29","PM10","White Fish Dead End","30-029-0009","AQS","8",".","29","."
"06/14/2007","18","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","7",".","18","18"
"06/15/2007","16","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9",".","16","."
"06/16/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","36","12","."
"06/17/2007","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","25","6","10"
"06/18/2007","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","22","10","."
"06/19/2007","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","19","."
"06/20/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","29","30"
"06/21/2007","35","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","35","35","."
"06/22/2007","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","43","33","."
"06/23/2007","22","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9",".","21","22"
"06/24/2007","12","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9",".","12","."
"06/25/2007","14","PM10","Kalispell Flathead Electric","30-029-0047","AQS","5",".","14","."
"06/26/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","31","18","17"
"06/27/2007","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","37","26","."
"06/28/2007","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","42","27","."
"06/29/2007","44","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","40","40","44"
"06/30/2007","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","33","11","."
"07/01/2007","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","37","21","."
"07/02/2007","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","37","28","29"
"07/03/2007","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","40","29","."
"07/04/2007","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41","38","."
"07/05/2007","48","PM2.5","White Fish Dead End","30-029-0009","AQS","9","35","40","48"
"07/06/2007","32","PM10","White Fish Dead End","30-029-0009","AQS","9",".","32","."
"07/07/2007","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","41","27","."
"07/08/2007","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","40","23","26"
"07/09/2007","37","PM10","Kalispell Flathead Electric","30-029-0047","AQS","7","34","37","."
"07/10/2007","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","32","26","."
"07/11/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","31","30","27"
"07/12/2007","83","PM2.5","White Fish Dead End","30-029-0009","AQS","10","31","32","83"
"07/13/2007","36","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9","30","36","."
"07/14/2007","54","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","7",".","42","54"
"07/15/2007","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","42","32","."
"07/16/2007","44","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11","37","44","."
"07/17/2007","69","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","10","32","47","69"
"07/18/2007","30","PM10","White Fish Dead End","30-029-0009","AQS","9",".","30","."
"07/19/2007","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41","19","."
"07/20/2007","53","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","41","21","53"
"07/21/2007","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","34","22","."
"07/22/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","29","."
"07/23/2007","55","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","10",".","33","55"
"07/24/2007","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","30","21","."
"07/25/2007","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","46","23","."
"07/26/2007","42","PM2.5","White Fish Dead End","30-029-0009","AQS","8",".","31","42"
"07/27/2007","29","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9",".","29","."
"07/28/2007","25","PM10","White Fish Dead End","30-029-0009","AQS","9",".","25","."
"07/29/2007","40","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7",".","22","40"
"07/30/2007","32","PM10","White Fish Dead End","30-029-0009","AQS","10",".","32","."
"07/31/2007","49","PM10","White Fish Dead End","30-029-0009","AQS","9",".","49","."
"08/01/2007","115","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17",".","76","115"
"08/02/2007","70","PM10","Kalispell Flathead Electric","30-029-0047","AQS","15","50","70","."
"08/03/2007","61","PM10","White Fish Dead End","30-029-0009","AQS","11","44","61","."
"08/04/2007","113","PM2.5","White Fish Dead End","30-029-0009","AQS","13","49","57","113"
"08/05/2007","63","PM10","White Fish Dead End","30-029-0009","AQS","14","41","63","."
"08/06/2007","76","PM10","White Fish Dead End","30-029-0009","AQS","13","45","76","."
"08/07/2007","70","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","40","57","70"
"08/08/2007","48","PM10","White Fish Dead End","30-029-0009","AQS","8","35","48","."
"08/09/2007","56","PM10","White Fish Dead End","30-029-0009","AQS","10","42","56","."
"08/10/2007","64","PM2.5","White Fish Dead End","30-029-0009","AQS",".","44","46","64"
"08/11/2007","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","43","36","."
"08/12/2007","58","PM10","White Fish Dead End","30-029-0009","AQS","10","50","58","."
"08/13/2007","156","PM2.5","White Fish Dead End","30-029-0009","AQS","15","50","75","156"
"08/14/2007","68","PM10","White Fish Dead End","30-029-0009","AQS","13","50","68","."
"08/15/2007","74","PM10","Kalispell Flathead Electric","30-029-0047","AQS","18","49","74","."
"08/16/2007","157","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","18","36","97","157"
"08/17/2007","89","PM10","White Fish Dead End","30-029-0009","AQS","18","49","89","."
"08/18/2007","48","PM10","White Fish Dead End","30-029-0009","AQS","11","46","48","."
"08/19/2007","67","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","33","36","67"
"08/20/2007","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","28","10","."
"08/21/2007","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","25","14","."
"08/22/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","27","23"
"08/23/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","31","."
"08/24/2007","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","30","."
"08/25/2007","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","40","40"
"08/26/2007","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","37","22","."
"08/27/2007","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","37","32","."
"08/28/2007","46","PM10","Columbia Falls Ball Park","30-029-0007","AQS","9","35","46","32"
"08/29/2007","50","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9","38","50","."
"08/30/2007","55","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13","44","55","."
"08/31/2007","54","PM2.5","White Fish Dead End","30-029-0009","AQS","11","43","45","54"
"09/01/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","18","."
"09/02/2007","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","19","."
"09/03/2007","57","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","7","39","43","57"
"09/04/2007","39","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10","35","39","."
"09/05/2007","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","34","31","."
"09/06/2007","50","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","37","50","22"
"09/07/2007","38","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10","32","38","."
"09/08/2007","36","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10","31","36","."
"09/09/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","29","22"
"09/10/2007","36","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9","34","36","."
"09/11/2007","41","PM10","White Fish Dead End","30-029-0009","AQS","10","36","41","."
"09/12/2007","28","PM10","White Fish Dead End","30-029-0009","AQS","9","22","28","27"
"09/13/2007","48","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13","35","48","."
"09/14/2007","51","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14","40","51","."
"09/15/2007","88","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","44","48","88"
"09/16/2007","52","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13","43","52","."
"09/17/2007","44","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","27","44","."
"09/18/2007","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","28","19","21"
"09/19/2007","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","24","11","."
"09/20/2007","15","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","15","12","."
"09/21/2007","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","30","17","18"
"09/22/2007","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","36","14","."
"09/23/2007","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","24","7","."
"09/24/2007","21","PM2.5","White Fish Dead End","30-029-0009","AQS","8","19","19","21"
"09/25/2007","27","PM10","White Fish Dead End","30-029-0009","AQS","11","25","27","."
"09/26/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","24","."
"09/27/2007","31","PM10","Columbia Falls Ball Park","30-029-0007","AQS","10","29","31","30"
"09/28/2007","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","38","19","."
"09/29/2007","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","24","14","."
"09/30/2007","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","27","12","19"
"10/01/2007","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","23","11","."
"10/02/2007","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","23","19","."
"10/03/2007","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","27","7","11"
"10/04/2007","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","26","20","."
"10/05/2007","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","25","15","."
"10/06/2007","29","PM2.5","White Fish Dead End","30-029-0009","AQS","10","22","17","29"
"10/07/2007","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","23","20","."
"10/08/2007","29","PM10","White Fish Dead End","30-029-0009","AQS","13","15","29","."
