"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"09/22/2003","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","36","21","."
"09/23/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","35","23","."
"09/24/2003","43","PM2.5","White Fish Dead End","30-029-0009","AQS","6","36","22","43"
"09/25/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","28","."
"09/26/2003","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","31","."
"09/27/2003","48","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","24","48"
"09/28/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","38","18","."
"09/29/2003","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","34","24","."
"09/30/2003","67","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","33","29","67"
"10/01/2003","36","PM10","White Fish Dead End","30-029-0009","AQS","8","32","36","."
"10/02/2003","40","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","38","40","."
"10/03/2003","65","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","41","65"
"10/04/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","37","."
"10/05/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","35","."
"10/06/2003","85","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","41","48","85"
"10/07/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","35","30","."
"10/08/2003","28","PM10","White Fish Dead End","30-029-0009","AQS","3",".","28","."
"10/09/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","37","18","20"
"10/10/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","31","20","."
"10/11/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","31","21","."
"10/12/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","31","7","16"
"10/13/2003","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","24","15","."
"10/14/2003","19","PM10","White Fish Dead End","30-029-0009","AQS","6",".","19","."
"10/15/2003","27","PM2.5","White Fish Dead End","30-029-0009","AQS","5",".","17","27"
"10/16/2003","13","PM10","White Fish Dead End","30-029-0009","AQS","10",".","13","."
"10/17/2003","31","PM10","Kalispell Flathead Electric","30-029-0047","AQS","27",".","31","."
"10/18/2003","58","PM2.5","White Fish Dead End","30-029-0009","AQS","26",".","32","58"
"10/19/2003","23","PM10","White Fish Dead End","30-029-0009","AQS","9",".","23","."
"10/20/2003","15","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10",".","15","."
"10/21/2003","32","PM2.5","White Fish Dead End","30-029-0009","AQS","26",".","27","32"
"10/22/2003","52","PM10","White Fish Dead End","30-029-0009","AQS","23",".","52","."
"10/23/2003","22","CO","Moose's","30-029-0010","AQS","22",".","19","."
"10/24/2003","55","PM2.5","White Fish Dead End","30-029-0009","AQS","24",".","27","55"
"10/25/2003","33","PM10","White Fish Dead End","30-029-0009","AQS","18",".","33","."
"10/26/2003","30","PM10","White Fish Dead End","30-029-0009","AQS","17",".","30","."
"10/27/2003","58","PM2.5","White Fish Dead End","30-029-0009","AQS","17",".","53","58"
"10/28/2003","14","PM10","White Fish Dead End","30-029-0009","AQS","13",".","14","."
"10/29/2003","11","CO","Moose's","30-029-0010","AQS","11",".","8","."
"10/30/2003","16","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13",".","16","14"
"10/31/2003","24","CO","Moose's","30-029-0010","AQS","24",".","19","."
"11/01/2003","20","PM10","White Fish Dead End","30-029-0009","AQS","19",".","20","."
"11/02/2003","50","PM2.5","White Fish Dead End","30-029-0009","AQS","13",".","17","50"
"11/03/2003","15","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14",".","15","."
"11/04/2003","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","33","23","."
"11/05/2003","114","PM2.5","White Fish Dead End","30-029-0009","AQS","16","26","45","114"
"11/06/2003","40","PM10","White Fish Dead End","30-029-0009","AQS","23","31","40","."
"11/07/2003","53","PM10","White Fish Dead End","30-029-0009","AQS","22","24","53","."
"11/08/2003","84","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","24","20","41","84"
"11/09/2003","41","PM10","White Fish Dead End","30-029-0009","AQS","22","22","41","."
"11/10/2003","20","PM10","White Fish Dead End","30-029-0009","AQS","16","20","20","."
"11/11/2003","56","PM2.5","White Fish Dead End","30-029-0009","AQS","17","27","22","56"
"11/12/2003","56","PM10","White Fish Dead End","30-029-0009","AQS","23","27","56","."
"11/13/2003","56","PM10","White Fish Dead End","30-029-0009","AQS","27","17","56","."
"11/14/2003","113","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","30","19","38","113"
"11/15/2003","36","PM10","Kalispell Flathead Electric","30-029-0047","AQS","27","14","36","."
"11/16/2003","24","CO","Moose's","30-029-0010","AQS","24","19","17","."
"11/17/2003","36","PM2.5","White Fish Dead End","30-029-0009","AQS","11","26","11","36"
"11/18/2003","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","26","10","."
"11/19/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","13","."
"11/20/2003","62","PM2.5","White Fish Dead End","30-029-0009","AQS","16","27","15","62"
"11/21/2003","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","27","15","."
"11/22/2003","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","24","16","."
"11/23/2003","56","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","17","25","17","56"
"11/24/2003","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","30","8","."
"11/25/2003","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","29","11","."
"11/26/2003","71","PM2.5","White Fish Dead End","30-029-0009","AQS","22","24","17","71"
"11/27/2003","18","PM10","Kalispell Flathead Electric","30-029-0047","AQS","17","18","18","."
"11/28/2003","26","CO","Moose's","30-029-0010","AQS","26","19","11","."
"11/29/2003","59","PM2.5","White Fish Dead End","30-029-0009","AQS","25","25","12","59"
"11/30/2003","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","23","19","."
"12/01/2003","25","CO","Moose's","30-029-0010","AQS","25","23","8","."
"12/02/2003","45","PM2.5","White Fish Dead End","30-029-0009","AQS","28","12","23","45"
"12/03/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","31","22","."
"12/04/2003","29","PM10","Kalispell Flathead Electric","30-029-0047","AQS","27","26","29","."
"12/05/2003","34","CO","Moose's","30-029-0010","AQS","34","15","22","10"
"12/06/2003","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","24","16","."
"12/07/2003","28","PM10","White Fish Dead End","30-029-0009","AQS","22","13","28","."
"12/08/2003","61","PM2.5","White Fish Dead End","30-029-0009","AQS","26","17","30","61"
"12/09/2003","30","CO","Moose's","30-029-0010","AQS","30","16","9","."
"12/10/2003","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","28","7","."
"12/11/2003","38","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","24","27","16","38"
"12/12/2003","33","CO","Moose's","30-029-0010","AQS","33","19","17","."
"12/13/2003","27","CO","Moose's","30-029-0010","AQS","27","17","6","."
"12/14/2003","50","PM2.5","White Fish Dead End","30-029-0009","AQS","18","26","12","50"
"12/15/2003","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","24","9","."
"12/16/2003","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","28","9","."
"12/17/2003","60","PM2.5","White Fish Dead End","30-029-0009","AQS","28","25","14","60"
"12/18/2003","30","CO","Moose's","30-029-0010","AQS","30","15","16","."
"12/19/2003","26","CO","Moose's","30-029-0010","AQS","26","13","14","."
"12/20/2003","72","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","28","7","26","72"
"12/21/2003","26","CO","Moose's","30-029-0010","AQS","26","6","16","."
"12/22/2003","36","CO","Moose's","30-029-0010","AQS","36","14","9","."
"12/23/2003","48","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","25","18","11","48"
"12/24/2003","25","CO","Moose's","30-029-0010","AQS","25","6","11","."
"12/25/2003","17","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","17","10","."
"12/26/2003","31","PM2.5","White Fish Dead End","30-029-0009","AQS","26","22","12","31"
"12/27/2003","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","24","7","."
"12/28/2003","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","24","6","."
"12/29/2003","47","PM2.5","White Fish Dead End","30-029-0009","AQS","20","29","13","47"
"12/30/2003","26","CO","Moose's","30-029-0010","AQS","26","23","11","."
"12/31/2003","28","CO","Moose's","30-029-0010","AQS","28",".","11","."
