"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"02/05/2003","36","PM2.5","White Fish Dead End","30-029-0009","AQS","17","30","14","36"
"02/06/2003","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","25","18","."
"02/07/2003","21","PM10","Kalispell Flathead Electric","30-029-0047","AQS","18","21","21","."
"02/08/2003","49","PM2.5","White Fish Dead End","30-029-0009","AQS","16","22","19","49"
"02/09/2003","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","24","11","."
"02/10/2003","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","25","9","."
"02/11/2003","58","PM2.5","White Fish Dead End","30-029-0009","AQS","16",".","19","58"
"02/12/2003","26","PM10","White Fish Dead End","30-029-0009","AQS","20","25","26","."
"02/13/2003","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","26","24","."
"02/14/2003","30","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","24","28","30"
"02/15/2003","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","29","18","."
"02/16/2003","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","30","11","."
"02/17/2003","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","34","11","3"
"02/18/2003","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","33","19","."
"02/19/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","38","28","."
"02/20/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","10","28"
"02/21/2003","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","29","24","."
"02/22/2003","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","29","21","."
"02/23/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","18","13"
"02/24/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","34","."
"02/25/2003","46","PM10","White Fish Dead End","30-029-0009","AQS","10","36","46","."
"02/26/2003","55","PM10","White Fish Dead End","30-029-0009","AQS","18","33","55","16"
"02/27/2003","50","PM10","White Fish Dead End","30-029-0009","AQS","18","35","50","."
"02/28/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","37","21","."
"03/01/2003","48","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","10","36","11","48"
"03/02/2003","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","32","12","."
"03/03/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","35","9","."
"03/04/2003","45","PM2.5","White Fish Dead End","30-029-0009","AQS","11","38","9","45"
"03/05/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","35","9","."
"03/06/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","37","6","."
"03/07/2003","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","39","15","10"
"03/08/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","38","10","."
"03/09/2003","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","34","7","."
"03/10/2003","66","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","23","25","28","66"
"03/11/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","31","6","."
"03/12/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","37","10","."
"03/13/2003","46","PM2.5","White Fish Dead End","30-029-0009","AQS","19","38","39","46"
"03/14/2003","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","33","27","."
"03/15/2003","29","PM10","White Fish Dead End","30-029-0009","AQS","11","20","29","."
"03/16/2003","42","PM2.5","White Fish Dead End","30-029-0009","AQS","14","34","19","42"
"03/17/2003","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","40","33","."
"03/18/2003","58","PM10","White Fish Dead End","30-029-0009","AQS","11","40","58","."
"03/19/2003","58","PM10","White Fish Dead End","30-029-0009","AQS","14","44","58","50"
"03/20/2003","41","PM10","White Fish Dead End","30-029-0009","AQS","11","40","41","."
"03/21/2003","53","PM10","White Fish Dead End","30-029-0009","AQS","8","37","53","."
"03/22/2003","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","11","24"
"03/23/2003","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","39","9","."
"03/24/2003","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","40","21","."
"03/25/2003","45","PM2.5","White Fish Dead End","30-029-0009","AQS","13","31","31","45"
"03/26/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","31","15","."
"03/27/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","37","6","."
"03/28/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","9","33"
"03/29/2003","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","30","16","."
"03/30/2003","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","27","16","."
"03/31/2003","28","PM10","White Fish Dead End","30-029-0009","AQS","6","23","28","23"
"04/01/2003","31","PM10","White Fish Dead End","30-029-0009","AQS","8","31","31","."
"04/02/2003","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","25","20","."
"04/03/2003","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","42","15","32"
"04/04/2003","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","42","20","."
"04/05/2003","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","41","16","."
"04/06/2003","49","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","7","44","20","49"
"04/07/2003","47","PM10","White Fish Dead End","30-029-0009","AQS","8","42","47","."
"04/08/2003","48","PM10","White Fish Dead End","30-029-0009","AQS","9","43","48","."
"04/09/2003","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","45","40","33"
"04/10/2003","35","PM10","White Fish Dead End","30-029-0009","AQS","10",".","35","."
"04/11/2003","54","PM10","White Fish Dead End","30-029-0009","AQS","11","35","54","."
"04/12/2003","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","32","14","28"
"04/13/2003","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","25","15","."
"04/14/2003","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","22","."
"04/15/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","19","25"
"04/16/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","30","."
"04/17/2003","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","41","32","."
"04/18/2003","48","PM10","White Fish Dead End","30-029-0009","AQS","11","46","48","14"
"04/19/2003","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","51","37","."
"04/20/2003","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","50","22","."
"04/21/2003","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","49","31","18"
"04/22/2003","58","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","58","43","."
"04/23/2003","51","PM10","White Fish Dead End","30-029-0009","AQS","9","38","51","."
"04/24/2003","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","36","34","26"
"04/25/2003","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","48","14","."
"04/26/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44","11","."
"04/27/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","37","11","4"
"04/28/2003","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","32","16","."
"04/29/2003","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","32","19","."
"04/30/2003","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","31","12"
"05/01/2003","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","22","."
"05/02/2003","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","36","17","."
"05/03/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","31","14","15"
"05/04/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","31","6","."
"05/05/2003","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","30","8","."
"05/06/2003","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","45","20","21"
"05/07/2003","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","40","19","."
"05/08/2003","19","PM10","White Fish Dead End","30-029-0009","AQS","9",".","19","."
"05/09/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","35","24","24"
"05/10/2003","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","40","18","."
"05/11/2003","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","46","16","."
"05/12/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","26","20"
"05/13/2003","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","43","17","."
"05/14/2003","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","19","."
"05/15/2003","54","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","54","23","27"
"05/16/2003","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","49","19","."
"05/17/2003","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","50","12","."
"05/18/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","8","20"
"05/19/2003","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","45","14","."
"05/20/2003","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","16","."
"05/21/2003","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","38","29"
"05/22/2003","43","PM10","White Fish Dead End","30-029-0009","AQS","11","38","43","."
"05/23/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","30","."
"05/24/2003","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","28","31"
"05/25/2003","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","48","19","."
"05/26/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","13","."
"05/27/2003","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","24","26"
"05/28/2003","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","22","."
"05/29/2003","58","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","58","27","."
"05/30/2003","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","48","31","38"
"05/31/2003","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","19","16","."
"06/01/2003","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","45","10","."
"06/02/2003","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","19","25"
"06/03/2003","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","61","22","."
"06/04/2003","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","25","."
"06/05/2003","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","43","38","31"
"06/06/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","21","."
"06/07/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","25","."
"06/08/2003","36","PM2.5","White Fish Dead End","30-029-0009","AQS","8","32","19","36"
"06/09/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","37","12","."
"06/10/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","35","9","."
"06/11/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","14","17"
"06/12/2003","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","41","19","."
"06/13/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","35","18","."
"06/14/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","17","19"
"06/15/2003","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","51","14","."
"06/16/2003","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","48","22","."
"06/17/2003","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","46","26","33"
"06/18/2003","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","49","27","."
"06/19/2003","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","51","20","."
"06/20/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","35","11","18"
"06/21/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","35","8","."
"06/22/2003","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","28","8","."
"06/23/2003","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","30","12","9"
"06/24/2003","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","34","11","."
"06/25/2003","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","34","18","."
"06/26/2003","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","41","26","26"
"06/27/2003","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","43","22","."
"06/28/2003","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","41","20","."
"06/29/2003","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","34","22","28"
"06/30/2003","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","43","31","."
"07/01/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","28","."
"07/02/2003","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","23","24"
"07/03/2003","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","45","19","."
"07/04/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","24","."
"07/05/2003","41","PM2.5","White Fish Dead End","30-029-0009","AQS","6","36","27","41"
"07/06/2003","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","40","15","."
"07/07/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","21","."
"07/08/2003","50","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","40","22","50"
"07/09/2003","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","19","."
"07/10/2003","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","43","30","."
"07/11/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","37","37"
"07/12/2003","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","25","."
"07/13/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","35","16","."
"07/14/2003","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","36","36"
"07/15/2003","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","26","."
"07/16/2003","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","42","20","."
"07/17/2003","53","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","47","41","53"
"07/18/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","27","."
"07/19/2003","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","46","28","."
"07/20/2003","53","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","47","31","53"
"07/21/2003","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","48","38","."
"07/22/2003","84","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","84","34","."
"07/23/2003","71","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","71","50","48"
"07/24/2003","71","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","71","40","."
"07/25/2003","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","61","57","."
"07/26/2003","162","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","32","47","71","162"
"07/27/2003","58","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","58","29","."
"07/28/2003","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","61","36","."
"07/29/2003","131","PM2.5","White Fish Dead End","30-029-0009","AQS","17","46","62","131"
"07/30/2003","74","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","74","56","."
"07/31/2003","88","PM10","White Fish Dead End","30-029-0009","AQS","24","49","88","."
"08/01/2003","165","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","32","61","83","165"
"08/02/2003","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","48","28","."
"08/03/2003","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","11","."
"08/04/2003","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","36","19","23"
"08/05/2003","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","43","30","."
"08/06/2003","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","40","37","."
"08/07/2003","47","PM10","Columbia Falls Ball Park","30-029-0007","AQS","9","46","47","46"
"08/08/2003","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","49","28","."
"08/09/2003","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","47","23","."
"08/10/2003","71","PM10","Columbia Falls Ball Park","30-029-0007","AQS","8","51","71","70"
"08/11/2003","61","PM10","White Fish Dead End","30-029-0009","AQS","23","43","61","."
"08/12/2003","59","PM10","Kalispell Flathead Electric","30-029-0047","AQS","26","43","59","."
"08/13/2003","77","PM10","Columbia Falls Ball Park","30-029-0007","AQS","8","46","77","64"
"08/14/2003","49","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","47","49","."
"08/15/2003","84","PM10","Kalispell Flathead Electric","30-029-0047","AQS","20","54","84","."
"08/16/2003","105","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","19","42","56","105"
"08/17/2003","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","41","26","."
"08/18/2003","50","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","49","50","."
"08/19/2003","91","PM2.5","White Fish Dead End","30-029-0009","AQS","7","45","59","91"
"08/20/2003","58","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","58","56","."
"08/21/2003","71","PM10","White Fish Dead End","30-029-0009","AQS","11","51","71","."
"08/22/2003","121","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","13","40","86","121"
"08/23/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","35","24","."
"08/24/2003","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","43","16","."
"08/25/2003","52","PM2.5","White Fish Dead End","30-029-0009","AQS","6","39","26","52"
"08/26/2003","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","38","."
"08/27/2003","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","42","31","."
"08/28/2003","138","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","16","30","82","138"
"08/29/2003","64","PM10","Kalispell Flathead Electric","30-029-0047","AQS","18","36","64","."
"08/30/2003","75","PM10","Kalispell Flathead Electric","30-029-0047","AQS","19","39","75","."
"08/31/2003","154","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","16","39","105","154"
"09/01/2003","64","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","64","33","."
"09/02/2003","82","PM10","Kalispell Flathead Electric","30-029-0047","AQS","23","40","82","."
"09/03/2003","158","PM10","Columbia Falls Ball Park","30-029-0007","AQS","23",".","158","132"
"09/04/2003","78","PM10","White Fish Dead End","30-029-0009","AQS","18",".","78","."
"09/05/2003","58","PM10","Kalispell Flathead Electric","30-029-0047","AQS","17",".","58","."
"09/06/2003","86","PM2.5","White Fish Dead End","30-029-0009","AQS","10",".","85","86"
"09/07/2003","35","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10",".","35","."
"09/08/2003","10","PM10","Kalispell Flathead Electric","30-029-0047","AQS","6",".","10","."
"09/09/2003","64","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3",".","12","64"
"09/10/2003","16","PM10","White Fish Dead End","30-029-0009","AQS","6",".","16","."
"09/11/2003","10","PM10","Kalispell Flathead Electric","30-029-0047","AQS","5",".","10","."
"09/12/2003","97","PM2.5","White Fish Dead End","30-029-0009","AQS","6","23","9","97"
"09/13/2003","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","26","12","."
"09/14/2003","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","29","13","."
"09/15/2003","33","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","31","17","33"
"09/16/2003","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","22","11","."
"09/17/2003","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","19","12","."
"09/18/2003","34","PM2.5","White Fish Dead End","30-029-0009","AQS","6","30","20","34"
"09/19/2003","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","29","18","."
"09/20/2003","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","29","11","."
"09/21/2003","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","35","15","25"
