"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"03/08/2006","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","37","33","."
"03/09/2006","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","39","32","13"
"03/10/2006","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","38","33","."
"03/11/2006","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","36","30","."
"03/12/2006","45","PM2.5","White Fish Dead End","30-029-0009","AQS","10","39","31","45"
"03/13/2006","54","PM10","White Fish Dead End","30-029-0009","AQS","17","38","54","."
"03/14/2006","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","38","36","."
"03/15/2006","55","PM2.5","White Fish Dead End","30-029-0009","AQS","14","42","44","55"
"03/16/2006","50","PM10","White Fish Dead End","30-029-0009","AQS","14","42","50","."
"03/17/2006","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","43","36","."
"03/18/2006","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","40","19","24"
"03/19/2006","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","18","."
"03/20/2006","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","39","25","."
"03/21/2006","43","PM10","White Fish Dead End","30-029-0009","AQS","11","41","43","13"
"03/22/2006","49","PM10","White Fish Dead End","30-029-0009","AQS","13","37","49","."
"03/23/2006","59","PM10","White Fish Dead End","30-029-0009","AQS","11","39","59","."
"03/24/2006","54","PM10","White Fish Dead End","30-029-0009","AQS","17","31","54","52"
"03/25/2006","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","34","11","."
"03/26/2006","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","38","10","."
"03/27/2006","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","42","21","29"
"03/28/2006","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","37","30","."
"03/29/2006","34","PM10","White Fish Dead End","30-029-0009","AQS","17","28","34","."
"03/30/2006","52","PM10","White Fish Dead End","30-029-0009","AQS","10","31","52","43"
"03/31/2006","37","PM10","White Fish Dead End","30-029-0009","AQS","11","32","37","."
"04/01/2006","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","37","19","."
"04/02/2006","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","19","24"
"04/03/2006","44","PM10","White Fish Dead End","30-029-0009","AQS","19","34","44","."
"04/04/2006","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","25","15","."
"04/05/2006","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","27","24","22"
"04/06/2006","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","22","6","."
"04/07/2006","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","33","23","."
"04/08/2006","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","28","19","20"
"04/09/2006","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","24","."
"04/10/2006","41","PM10","White Fish Dead End","30-029-0009","AQS","13","41","41","."
"04/11/2006","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","35","29"
"04/12/2006","43","PM10","White Fish Dead End","30-029-0009","AQS","13","39","43","."
"04/13/2006","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44","21","."
"04/14/2006","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","19","16"
"04/15/2006","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","40","18","."
"04/16/2006","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","42","14","."
"04/17/2006","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","41","23","18"
"04/18/2006","41","PM10","White Fish Dead End","30-029-0009","AQS","13","39","41","."
"04/19/2006","58","PM10","White Fish Dead End","30-029-0009","AQS","13","44","58","."
"04/20/2006","44","PM10","White Fish Dead End","30-029-0009","AQS","11",".","44","36"
"04/21/2006","44","PM10","White Fish Dead End","30-029-0009","AQS","14",".","44","."
"04/22/2006","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","32","15","."
"04/23/2006","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","43","13","12"
"04/24/2006","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","48","27","."
"04/25/2006","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","42","31","."
"04/26/2006","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","48","35","35"
"04/27/2006","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","50","31","."
"04/28/2006","44","PM10","White Fish Dead End","30-029-0009","AQS","11",".","44","."
"04/29/2006","52","PM2.5","White Fish Dead End","30-029-0009","AQS","9",".","45","52"
"04/30/2006","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","16","."
"05/01/2006","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","31","."
"05/02/2006","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","33","19","26"
"05/03/2006","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","44","28","."
"05/04/2006","54","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","54","31","."
"05/05/2006","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","50","40","41"
"05/06/2006","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","61","35","."
"05/07/2006","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","39","14","."
"05/08/2006","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","45","15","14"
"05/09/2006","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","19","."
"05/10/2006","60","PM10","White Fish Dead End","30-029-0009","AQS","10","46","60","."
"05/11/2006","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","45","37","33"
"05/12/2006","71","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","71","30","."
"05/13/2006","77","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","77","33","."
"05/14/2006","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","49","31","40"
"05/15/2006","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","40","39","."
"05/16/2006","53","PM10","White Fish Dead End","30-029-0009","AQS","13","40","53","."
"05/17/2006","51","PM2.5","White Fish Dead End","30-029-0009","AQS","11","41","49","51"
"05/18/2006","52","PM10","White Fish Dead End","30-029-0009","AQS","10","41","52","."
"05/19/2006","43","PM10","White Fish Dead End","30-029-0009","AQS","18","28","43","."
"05/20/2006","24","PM2.5","White Fish Dead End","30-029-0009","AQS","11","18","17","24"
"05/21/2006","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","14","."
"05/22/2006","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","34","33","."
"05/23/2006","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","43","19","15"
"05/24/2006","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","44","29","."
"05/25/2006","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","46","16","."
"05/26/2006","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","14","12"
"05/27/2006","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","23","7","."
