"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"02/22/2006","35","PM2.5","White Fish Dead End","30-029-0009","AQS","11","33","19","35"
"02/23/2006","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","32","10","."
"02/24/2006","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","38","25","."
"02/25/2006","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","34","24","31"
"02/26/2006","37","PM10","Kalispell Flathead Electric","30-029-0047","AQS","22","25","37","."
"02/27/2006","27","PM10","White Fish Dead End","30-029-0009","AQS","22",".","27","."
"02/28/2006","15","CO","Moose's","30-029-0010","AQS","15",".","11","4"
"03/01/2006","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","35","24","."
"03/02/2006","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","41","36","."
"03/03/2006","52","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","19","33","23","52"
"03/04/2006","47","PM10","White Fish Dead End","30-029-0009","AQS","13","33","47","."
"03/05/2006","53","PM10","White Fish Dead End","30-029-0009","AQS","9","32","53","."
"03/06/2006","51","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","16","23","35","51"
"03/07/2006","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","31","19","."
