"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"09/19/2001","39","PM10","Columbia Falls Ball Park","30-029-0007","AQS","13","32","39","33"
"09/20/2001","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","35","33","."
"09/21/2001","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","38","35","."
"09/22/2001","62","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","34","31","62"
"09/23/2001","31","PM10","White Fish Dead End","30-029-0009","AQS","11","30","31","."
"09/24/2001","57","PM10","White Fish Dead End","30-029-0009","AQS","14","31","57","."
"09/25/2001","139","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8",".","83","139"
"09/26/2001","39","PM10","White Fish Dead End","30-029-0009","AQS","13","31","39","."
"09/27/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","31","26","."
"09/28/2001","26","PM10","White Fish Dead End","30-029-0009","AQS","13","26","26","18"
"09/29/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","19","."
"09/30/2001","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","29","18","."
"10/01/2001","44","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","31","41","44"
"10/02/2001","37","PM10","White Fish Dead End","30-029-0009","AQS","17",".","37","."
"10/03/2001","43","PM10","White Fish Dead End","30-029-0009","AQS","18","32","43","."
"10/04/2001","29","PM2.5","White Fish Dead End","30-029-0009","AQS","13","29","25","29"
"10/05/2001","45","PM10","White Fish Dead End","30-029-0009","AQS","13","31","45","."
"10/06/2001","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","37","30","."
"10/07/2001","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","25","33"
"10/08/2001","35","PM10","White Fish Dead End","30-029-0009","AQS","11","35","35","."
"10/09/2001","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","27","18","."
"10/10/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","34","26","25"
"10/11/2001","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","22","11","."
"10/12/2001","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","25","16","."
"10/13/2001","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","28","13","17"
"10/14/2001","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","24","12","."
"10/15/2001","23","PM10","White Fish Dead End","30-029-0009","AQS","14","19","23","."
"10/16/2001","53","PM2.5","White Fish Dead End","30-029-0009","AQS","16","28","39","53"
"10/17/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","31","12","."
"10/18/2001","26","PM10","White Fish Dead End","30-029-0009","AQS","17","23","26","."
"10/19/2001","38","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","18","19","22","38"
"10/20/2001","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","27","20","."
"10/21/2001","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","22","20","."
"10/22/2001","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","26","6","20"
"10/23/2001","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","25","8","."
"10/24/2001","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","26","10","."
"10/25/2001","53","PM2.5","White Fish Dead End","30-029-0009","AQS","10","11","21","53"
"10/26/2001","40","PM10","White Fish Dead End","30-029-0009","AQS","23","15","40","."
"10/27/2001","22","PM10","White Fish Dead End","30-029-0009","AQS","20","22","22","."
"10/28/2001","33","PM10","","30-029-0003","AQS","13","23","33","19"
"10/29/2001","30","PM10","White Fish Dead End","30-029-0009","AQS","13","8","30","."
"10/30/2001","30","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","30","6","23","."
"10/31/2001","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","28","8","18"
"11/01/2001","32","PM10","White Fish Dead End","30-029-0009","AQS","17","16","32","."
"11/02/2001","40","PM10","White Fish Dead End","30-029-0009","AQS","20","12","40","."
"11/03/2001","52","PM2.5","White Fish Dead End","30-029-0009","AQS","23","20","28","52"
"11/04/2001","36","PM10","White Fish Dead End","30-029-0009","AQS","26","7","36","."
"11/05/2001","48","PM10","White Fish Dead End","30-029-0009","AQS","26","20","48","."
"11/06/2001","50","PM2.5","White Fish Dead End","30-029-0009","AQS","20","20","34","50"
"11/07/2001","41","PM10","White Fish Dead End","30-029-0009","AQS","10","24","41","."
"11/08/2001","53","PM10","White Fish Dead End","30-029-0009","AQS","27","19","53","."
"11/09/2001","85","PM2.5","White Fish Dead End","30-029-0009","AQS","34","14","65","85"
"11/10/2001","54","PM10","White Fish Dead End","30-029-0009","AQS","41","10","54","."
"11/11/2001","47","PM10","White Fish Dead End","30-029-0009","AQS","34","14","47","."
"11/12/2001","87","PM2.5","White Fish Dead End","30-029-0009","AQS","40","11","50","87"
"11/13/2001","44","PM10","White Fish Dead End","30-029-0009","AQS","43","10","44","."
"11/14/2001","53","PM10","White Fish Dead End","30-029-0009","AQS","20","21","53","."
"11/15/2001","67","PM2.5","White Fish Dead End","30-029-0009","AQS","32","19","57","67"
"11/16/2001","66","PM10","White Fish Dead End","30-029-0009","AQS","33","8","66","."
"11/17/2001","30","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","30","19","24","."
"11/18/2001","40","PM2.5","White Fish Dead End","30-029-0009","AQS","24","21","15","40"
"11/19/2001","44","PM10","White Fish Dead End","30-029-0009","AQS","24","9","44","."
"11/20/2001","49","PM10","White Fish Dead End","30-029-0009","AQS","40","19","49","."
"11/21/2001","69","PM2.5","White Fish Dead End","30-029-0009","AQS","25","19","26","69"
"11/22/2001","13","PM10","White Fish Dead End","30-029-0009","AQS","9","13","13","."
"11/23/2001","15","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","15","9","."
"11/24/2001","20","PM2.5","White Fish Dead End","30-029-0009","AQS","15","16","8","20"
"11/25/2001","16","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","16","6","."
"11/26/2001","26","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","26","12","15","."
"11/27/2001","67","PM2.5","White Fish Dead End","30-029-0009","AQS","20","22","34","67"
"11/28/2001","27","PM10","White Fish Dead End","30-029-0009","AQS","16","24","27","."
"11/29/2001","21","PM10","White Fish Dead End","30-029-0009","AQS","20","21","21","."
"11/30/2001","25","PM2.5","White Fish Dead End","30-029-0009","AQS","16","22","6","25"
"12/01/2001","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","30","9","."
"12/02/2001","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","30","14","."
"12/03/2001","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","27","10","26"
"12/04/2001","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","25","18","."
"12/05/2001","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","25","13","."
"12/06/2001","46","PM2.5","White Fish Dead End","30-029-0009","AQS","24","25","10","46"
"12/07/2001","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","26","13","."
"12/08/2001","28","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","28","25","11","."
"12/09/2001","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","30","14","26"
"12/10/2001","36","PM10","White Fish Dead End","30-029-0009","AQS","22","26","36","."
"12/11/2001","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","25","10","."
"12/12/2001","43","PM2.5","White Fish Dead End","30-029-0009","AQS","18","20","15","43"
"12/13/2001","22","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","22","17","14","."
"12/14/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","8","."
"12/15/2001","36","PM2.5","White Fish Dead End","30-029-0009","AQS","8","29","20","36"
"12/16/2001","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","30","20","."
"12/17/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","34","16","."
"12/18/2001","52","PM10","White Fish Dead End","30-029-0009","AQS","20","21","52","40"
"12/19/2001","30","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","30","20","13","."
"12/20/2001","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","24","4","."
"12/21/2001","24","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","24","19","12","23"
"12/22/2001","20","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","20","6","6","."
"12/23/2001","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","20","12","."
"12/24/2001","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","23","7","21"
"12/25/2001","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","27","4","."
"12/26/2001","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","26","6","."
"12/27/2001","104","PM2.5","White Fish Dead End","30-029-0009","AQS","20","24","6","104"
"12/28/2001","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","23","11","."
"12/29/2001","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","25","9","."
"12/30/2001","40","PM2.5","White Fish Dead End","30-029-0009","AQS","16","27","9","40"
"12/31/2001","16","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","16",".","7","."
