"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"03/18/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","32","."
"03/19/2001","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","17","."
"03/20/2001","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","44","35","35"
"03/21/2001","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","44","28","."
"03/22/2001","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","41","35","."
"03/23/2001","38","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","17","33","34","38"
"03/24/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","31","24","."
"03/25/2001","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","22","14","."
"03/26/2001","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","43","14","23"
"03/27/2001","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","41","17","."
"03/28/2001","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","27","15","."
"03/29/2001","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","42","19","24"
"03/30/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","36","19","."
"03/31/2001","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","33","9","."
"04/01/2001","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","32","10","20"
"04/02/2001","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","32","9","."
"04/03/2001","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","38","10","."
"04/04/2001","38","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","13","38","31","38"
"04/05/2001","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","41","31","."
"04/06/2001","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","32","17","."
"04/07/2001","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","35","14","16"
"04/08/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","34","5","."
"04/09/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","8","."
"04/10/2001","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","9","18"
"04/11/2001","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","41","13","."
"04/12/2001","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","37","13","."
"04/13/2001","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","15","15"
"04/14/2001","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","40","15","."
"04/15/2001","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","41","10","."
"04/16/2001","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","42","29","37"
"04/17/2001","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","41","38","."
"04/18/2001","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","42","24","."
"04/19/2001","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","40","18","18"
"04/20/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","36","28","."
"04/21/2001","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","18","."
"04/22/2001","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","18","32"
"04/23/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","21","."
"04/24/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","36","27","."
"04/25/2001","36","PM10","TOP OF BUILDING, 223 MAIN ST, KALISPELL","30-029-1015","AQS","14","36","36","28"
"04/26/2001","34","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13","34","34","."
"04/27/2001","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","38","28","."
"04/28/2001","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","41","7","12"
"04/29/2001","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","39","10","."
"04/30/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","36","7","."
"05/01/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","36","12","6"
"05/02/2001","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","32","14","."
"05/03/2001","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","37","17","."
"05/04/2001","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","39","26","22"
"05/05/2001","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","45","15","."
"05/06/2001","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","40","10","."
"05/07/2001","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","42","22","28"
"05/08/2001","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44","39","."
"05/09/2001","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","50","36","."
"05/10/2001","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","45","37","38"
"05/11/2001","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44","38","."
"05/12/2001","45","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","34","45","."
"05/13/2001","51","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","8","41","32","51"
"05/14/2001","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","32","18","."
"05/15/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","34","8","."
"05/16/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","8","10"
"05/17/2001","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","15","."
"05/18/2001","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","18","."
"05/19/2001","51","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","40","19","51"
"05/20/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","34","6","."
"05/21/2001","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","35","19","."
"05/22/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","29","22"
"05/23/2001","45","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","27","45","."
"05/24/2001","35","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11","28","35","."
"05/25/2001","43","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","43","35","43"
"05/26/2001","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","43","26","."
"05/27/2001","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","28","."
"05/28/2001","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","40","13","23"
"05/29/2001","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","40","15","."
"05/30/2001","49","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9","42","49","."
"05/31/2001","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","37","26","21"
"06/01/2001","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","31","."
"06/02/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","14","."
"06/03/2001","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","23","6","10"
"06/04/2001","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","28","7","."
"06/05/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","11","."
"06/06/2001","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","22","10","8"
"06/07/2001","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","14","."
"06/08/2001","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","32","15","."
"06/09/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","13","16"
"06/10/2001","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","32","8","."
"06/11/2001","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","29","14","."
"06/12/2001","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","19","6","8"
"06/13/2001","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","22","10","."
"06/14/2001","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","24","9","."
"06/15/2001","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","23","13","14"
"06/16/2001","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","35","9","."
"06/17/2001","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","13","."
"06/18/2001","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","32","9","12"
"06/19/2001","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","27","11","."
"06/20/2001","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","35","19","."
"06/21/2001","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","20","22"
"06/22/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","36","27","."
"06/23/2001","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","35","18","."
"06/24/2001","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","37","13","11"
"06/25/2001","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","27","11","."
"06/26/2001","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","21","19","."
"06/27/2001","20","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","15","17","17","20"
"06/28/2001","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","21","8","."
"06/29/2001","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","35","11","."
"06/30/2001","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","30","18","24"
"07/01/2001","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","37","11","."
"07/02/2001","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","48","19","."
"07/03/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","31","30"
"07/04/2001","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","33","27","."
"07/05/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","25","."
"07/06/2001","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","22","21"
"07/07/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","34","14","."
"07/08/2001","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","35","17","."
"07/09/2001","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","35","27","30"
"07/10/2001","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","36","31","."
"07/11/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","34","29","."
"07/12/2001","26","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","25","26","26"
"07/13/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","34","18","."
"07/14/2001","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","37","17","."
"07/15/2001","33","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","23","21","33"
"07/16/2001","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","22","14","."
"07/17/2001","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","26",".","."
"07/18/2001","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","26","10","18"
"07/19/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","21","."
"07/20/2001","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","30","20","."
"07/21/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","8","16"
"07/22/2001","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","27","10","."
"07/23/2001","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","29","13","."
"07/24/2001","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","30","16","23"
"07/25/2001","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","13","."
"07/26/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","34","21","."
"07/27/2001","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","43","22","30"
"07/28/2001","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","27","19","."
"07/29/2001","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","26","6","."
"07/30/2001","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","29","12","23"
"07/31/2001","16","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","16","9","."
"08/01/2001","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","26","14","."
"08/02/2001","26","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","11",".","19","26"
"08/03/2001","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","43","20","."
"08/04/2001","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","30","17","."
"08/05/2001","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","29","12","20"
"08/06/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","31","24","."
"08/07/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","31","23","."
"08/08/2001","39","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9","27","39","26"
"08/09/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","34","23","."
"08/10/2001","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","39","28","."
"08/11/2001","41","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","40","28","41"
"08/12/2001","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","43","28","."
"08/13/2001","40","PM10","Kalispell Flathead Electric","30-029-0047","AQS","15","33","40","."
"08/14/2001","50","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","10","44","31","50"
"08/15/2001","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","41","30","."
"08/16/2001","37","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11",".","37","."
"08/17/2001","63","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","38","44","63"
"08/18/2001","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","45","36","."
"08/19/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","28","."
"08/20/2001","54","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","11","38","33","54"
"08/21/2001","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","43","36","."
"08/22/2001","44","PM10","Kalispell Flathead Electric","30-029-0047","AQS","17","38","44","."
"08/23/2001","29","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","27","28","29"
"08/24/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","13","."
"08/25/2001","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","18","."
"08/26/2001","43","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","21","43"
"08/27/2001","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","37","29","."
"08/28/2001","43","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14","30","43","."
"08/29/2001","54","PM10","Columbia Falls Ball Park","30-029-0007","AQS","13","36","54","."
"08/30/2001","47","PM10","Kalispell Flathead Electric","30-029-0047","AQS","16","41","47","."
"08/31/2001","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","38","35","."
"09/01/2001","30","PM10","Columbia Falls Ball Park","30-029-0007","AQS","14","28","30","25"
"09/02/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","22","."
"09/03/2001","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","30","21","."
"09/04/2001","68","PM10","Columbia Falls Ball Park","30-029-0007","AQS","11","30","68","24"
"09/05/2001","19","PM10","Kalispell Flathead Electric","30-029-0047","AQS","16","16","19","."
"09/06/2001","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","29","18","."
"09/07/2001","27","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","23","15","27"
"09/08/2001","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","28","13","."
"09/09/2001","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","31","17","."
"09/10/2001","36","PM10","Columbia Falls Ball Park","30-029-0007","AQS","13","31","36","23"
"09/11/2001","26","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10","26","26","."
"09/12/2001","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","28","27","."
"09/13/2001","70","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","29","70"
"09/14/2001","42","PM10","White Fish Dead End","30-029-0009","AQS","11","31","42","."
"09/15/2001","35","PM10","White Fish Dead End","30-029-0009","AQS","10","33","35","."
"09/16/2001","43","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","10","41","31","43"
"09/17/2001","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","42","41","."
"09/18/2001","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","39","31","."
