"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"09/27/2002","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","27","10","."
"09/28/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","29","12","."
"09/29/2002","23","PM2.5","White Fish Dead End","30-029-0009","AQS","8","23","23","23"
"09/30/2002","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","24","18","."
"10/01/2002","17","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","17","10","."
"10/02/2002","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","24","18","21"
"10/03/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","29","16","."
"10/04/2002","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","30","19","."
"10/05/2002","30","PM2.5","White Fish Dead End","30-029-0009","AQS","9","25","15","30"
"10/06/2002","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","23","10","."
"10/07/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","31","12","."
"10/08/2002","33","PM2.5","White Fish Dead End","30-029-0009","AQS","15","29","17","33"
"10/09/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","36","24","."
"10/10/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","38","24","."
"10/11/2002","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","25","9","17"
"10/12/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","10","."
"10/13/2002","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","30","16","."
"10/14/2002","53","PM2.5","White Fish Dead End","30-029-0009","AQS","19","33","31","53"
"10/15/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","31","21","."
"10/16/2002","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","28","24","."
"10/17/2002","54","PM2.5","White Fish Dead End","30-029-0009","AQS","17","25","40","54"
"10/18/2002","24","PM10","Kalispell Flathead Electric","30-029-0047","AQS","18","20","24","."
"10/19/2002","28","PM10","Kalispell Flathead Electric","30-029-0047","AQS","20","19","28","."
"10/20/2002","54","PM2.5","White Fish Dead End","30-029-0009","AQS","20","31","30","54"
"10/21/2002","34","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14","24","34","."
"10/22/2002","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","30","17","."
"10/23/2002","39","PM2.5","White Fish Dead End","30-029-0009","AQS","14","24","30","39"
"10/24/2002","46","PM10","White Fish Dead End","30-029-0009","AQS","15","27","46","."
"10/25/2002","54","PM10","White Fish Dead End","30-029-0009","AQS","17","25","54","."
"10/26/2002","51","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","17","28","30","51"
"10/27/2002","31","PM10","White Fish Dead End","30-029-0009","AQS","16","26","31","."
"10/28/2002","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","30","14","."
"10/29/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","34","11","15"
"10/30/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","31","17","."
"10/31/2002","32","PM10","White Fish Dead End","30-029-0009","AQS","16","29","32","."
"11/01/2002","76","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","19","27","41","76"
"11/02/2002","48","PM10","White Fish Dead End","30-029-0009","AQS","19","28","48","."
"11/03/2002","45","PM10","White Fish Dead End","30-029-0009","AQS","19","21","45","."
"11/04/2002","85","PM2.5","White Fish Dead End","30-029-0009","AQS","26","26","54","85"
"11/05/2002","51","PM10","White Fish Dead End","30-029-0009","AQS","34","25","51","."
"11/06/2002","50","PM10","White Fish Dead End","30-029-0009","AQS","35","20","50","."
"11/07/2002","90","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","38","21","57","90"
"11/08/2002","33","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","33","24","19","."
"11/09/2002","18","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","18","15","."
"11/10/2002","60","PM2.5","White Fish Dead End","30-029-0009","AQS","13","19","12","60"
"11/11/2002","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","19","15","."
"11/12/2002","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","23","16","."
"11/13/2002","35","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","14","18","19","35"
"11/14/2002","23","PM10","White Fish Dead End","30-029-0009","AQS","11","23","23","."
"11/15/2002","37","PM10","White Fish Dead End","30-029-0009","AQS","20","24","37","."
"11/16/2002","77","PM2.5","White Fish Dead End","30-029-0009","AQS","24","32","58","77"
"11/17/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","31","10","."
"11/18/2002","42","PM10","White Fish Dead End","30-029-0009","AQS","6","30","42","."
"11/19/2002","31","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","26","14","31"
"11/20/2002","22","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","22","6","19","."
"11/21/2002","27","PM10","White Fish Dead End","30-029-0009","AQS","19","9","27","."
"11/22/2002","45","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","18","31","13","45"
"11/23/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","33","10","."
"11/24/2002","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","27","25","."
"11/25/2002","53","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","15","20","42","53"
"11/26/2002","32","PM10","White Fish Dead End","30-029-0009","AQS","16","20","32","."
"11/27/2002","38","PM10","White Fish Dead End","30-029-0009","AQS","20","14","38","."
"11/28/2002","78","PM2.5","White Fish Dead End","30-029-0009","AQS","20","10","30","78"
"11/29/2002","28","PM10","White Fish Dead End","30-029-0009","AQS","13","6","28","."
"11/30/2002","19","PM10","White Fish Dead End","30-029-0009","AQS","14","6","19","."
"12/01/2002","51","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","13","5","16","51"
"12/02/2002","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","23","10","."
"12/03/2002","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","24","6","."
"12/04/2002","41","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","23","14","15","41"
"12/05/2002","23","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","23","6","15","."
"12/06/2002","24","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","24","2","11","."
"12/07/2002","52","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","7","21","52"
"12/08/2002","25","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","25","12","19","."
"12/09/2002","23","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","23","18","15","."
"12/10/2002","54","PM2.5","White Fish Dead End","30-029-0009","AQS","18","19","15","54"
"12/11/2002","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","25","17","."
"12/12/2002","28","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","28","17","13","."
"12/13/2002","49","PM2.5","White Fish Dead End","30-029-0009","AQS","31","11","18","49"
"12/14/2002","35","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","35","10","8","."
"12/15/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","29","8","."
"12/16/2002","40","PM2.5","White Fish Dead End","30-029-0009","AQS","24","20","12","40"
"12/17/2002","33","PM10","Kalispell Flathead Electric","30-029-0047","AQS","19","23","33","."
"12/18/2002","24","PM10","Kalispell Flathead Electric","30-029-0047","AQS","24","14","24","."
"12/19/2002","52","PM2.5","White Fish Dead End","30-029-0009","AQS","25","21","39","52"
"12/20/2002","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","25","24","."
"12/21/2002","25","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","25","21","22","."
"12/22/2002","57","PM2.5","White Fish Dead End","30-029-0009","AQS","17","21","30","57"
"12/23/2002","27","PM10","Kalispell Flathead Electric","30-029-0047","AQS","24","25","27","."
"12/24/2002","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","28","26","."
"12/25/2002","55","PM2.5","White Fish Dead End","30-029-0009","AQS","11","19","21","55"
"12/26/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","29","26","."
"12/27/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","29","6","."
"12/28/2002","41","PM2.5","White Fish Dead End","30-029-0009","AQS","23","25","21","41"
"12/29/2002","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","27","6","."
"12/30/2002","23","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","23","13","7","."
"12/31/2002","32","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","23",".","14","32"
