"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"01/31/2002","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","25","9","."
"02/01/2002","53","PM2.5","White Fish Dead End","30-029-0009","AQS","17","28","6","53"
"02/02/2002","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","20","8","."
"02/03/2002","27","PM10","White Fish Dead End","30-029-0009","AQS","20","27","27","."
"02/04/2002","58","PM2.5","White Fish Dead End","30-029-0009","AQS","18","24","15","58"
"02/05/2002","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","32","25","."
"02/06/2002","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","35","20","."
"02/07/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","36","9","20"
"02/08/2002","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","27","9","."
"02/09/2002","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","24","8","."
"02/10/2002","56","PM2.5","White Fish Dead End","30-029-0009","AQS","16","32","20","56"
"02/11/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","34","16","."
"02/12/2002","39","PM10","White Fish Dead End","30-029-0009","AQS","15","32","39","."
"02/13/2002","56","PM2.5","White Fish Dead End","30-029-0009","AQS","22","28","44","56"
"02/14/2002","51","PM10","White Fish Dead End","30-029-0009","AQS","19","31","51","."
"02/15/2002","48","PM10","White Fish Dead End","30-029-0009","AQS","30","28","48","."
"02/16/2002","60","PM2.5","White Fish Dead End","30-029-0009","AQS","25","27","40","60"
"02/17/2002","33","PM10","White Fish Dead End","30-029-0009","AQS","26","33","33","."
"02/18/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","29","28","."
"02/19/2002","56","PM2.5","White Fish Dead End","30-029-0009","AQS","15","26","19","56"
"02/20/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","33","21","."
"02/21/2002","24","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","24","23","19","."
"02/22/2002","31","PM2.5","White Fish Dead End","30-029-0009","AQS","17","31","17","31"
"02/23/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","20","."
"02/24/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","34","16","."
"02/25/2002","43","PM2.5","White Fish Dead End","30-029-0009","AQS","9","33","31","43"
"02/26/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","31","12","."
"02/27/2002","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","32","8","."
"02/28/2002","41","PM2.5","White Fish Dead End","30-029-0009","AQS","17","34","9","41"
"03/01/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","33","10","."
"03/02/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","37","14","."
"03/03/2002","57","PM2.5","White Fish Dead End","30-029-0009","AQS","14","31","19","57"
"03/04/2002","38","PM10","White Fish Dead End","30-029-0009","AQS","27","30","38","."
"03/05/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","34","21","."
"03/06/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","8","14"
"03/07/2002","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","28","9","."
"03/08/2002","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","28","18","."
"03/09/2002","42","PM2.5","White Fish Dead End","30-029-0009","AQS","24","36","26","42"
"03/10/2002","37","PM10","White Fish Dead End","30-029-0009","AQS","14","33","37","."
"03/11/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","31","19","."
"03/12/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","14","13"
"03/13/2002","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","35","20","."
"03/14/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","34","8","."
"03/15/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","34","13","32"
"03/16/2002","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","35","14","."
"03/17/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","17","."
"03/18/2002","54","PM2.5","White Fish Dead End","30-029-0009","AQS","14","35","32","54"
"03/19/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","11","."
"03/20/2002","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","12","."
"03/21/2002","50","PM2.5","White Fish Dead End","30-029-0009","AQS","9","40","10","50"
"03/22/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","37","34","."
"03/23/2002","43","PM10","White Fish Dead End","30-029-0009","AQS","11","40","43","."
"03/24/2002","50","PM10","White Fish Dead End","30-029-0009","AQS","16","43","50","34"
"03/25/2002","44","PM10","White Fish Dead End","30-029-0009","AQS","15","31","44","."
"03/26/2002","40","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14","39","40","."
"03/27/2002","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","40","20","18"
"03/28/2002","43","PM10","White Fish Dead End","30-029-0009","AQS","11","43","43","."
"03/29/2002","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","42","34","."
"03/30/2002","38","PM10","White Fish Dead End","30-029-0009","AQS","8","36","38","31"
"03/31/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","37","31","."
"04/01/2002","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","40","16","."
"04/02/2002","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","41","25","38"
"04/03/2002","52","PM10","White Fish Dead End","30-029-0009","AQS","10","42","52","."
"04/04/2002","55","PM10","White Fish Dead End","30-029-0009","AQS","10","44","55","."
"04/05/2002","73","PM10","White Fish Dead End","30-029-0009","AQS","11","44","73","44"
"04/06/2002","42","PM10","White Fish Dead End","30-029-0009","AQS","11","33","42","."
"04/07/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","34","23","."
"04/08/2002","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","40","25","31"
"04/09/2002","54","PM10","White Fish Dead End","30-029-0009","AQS","5","36","54","."
"04/10/2002","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","30","24","."
"04/11/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","22","28"
"04/12/2002","23","PM10","White Fish Dead End","30-029-0009","AQS","8","22","23","."
"04/13/2002","30","PM10","White Fish Dead End","30-029-0009","AQS","7","30","30","."
"04/14/2002","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","50","8","16"
"04/15/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","37","32","."
"04/16/2002","49","PM10","White Fish Dead End","30-029-0009","AQS","10","32","49","."
"04/17/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","34","23","30"
"04/18/2002","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","39","24","."
"04/19/2002","59","PM10","White Fish Dead End","30-029-0009","AQS","11","43","59","."
"04/20/2002","58","PM2.5","White Fish Dead End","30-029-0009","AQS","10","43","39","58"
"04/21/2002","56","PM10","White Fish Dead End","30-029-0009","AQS","7","31","56","."
"04/22/2002","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","34","."
"04/23/2002","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","40","22","16"
"04/24/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","23","."
"04/25/2002","45","PM10","White Fish Dead End","30-029-0009","AQS","8","43","45","."
"04/26/2002","58","PM2.5","White Fish Dead End","30-029-0009","AQS","10","36","57","58"
"04/27/2002","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","31","."
"04/28/2002","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","32","."
"04/29/2002","49","PM10","White Fish Dead End","30-029-0009","AQS","9","41","49","43"
"04/30/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","13","."
"05/01/2002","22","PM10","White Fish Dead End","30-029-0009","AQS","9",".","22","."
"05/02/2002","53","PM10","Columbia Falls Ball Park","30-029-0007","AQS","7","43","53","35"
"05/03/2002","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","42","25","."
"05/04/2002","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","43","37","."
"05/05/2002","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","35","19","21"
"05/06/2002","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","9","."
"05/07/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","9","."
"05/08/2002","44","PM2.5","White Fish Dead End","30-029-0009","AQS","8","36","27","44"
"05/09/2002","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","40","18","."
"05/10/2002","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","37","."
"05/11/2002","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","43","25","27"
"05/12/2002","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","29","."
"05/13/2002","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","37","."
"05/14/2002","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","41","25","15"
"05/15/2002","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","17","."
"05/16/2002","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","42","36","."
"05/17/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","36","21","23"
"05/18/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","20","."
"05/19/2002","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","42","30","."
"05/20/2002","47","PM10","White Fish Dead End","30-029-0009","AQS","8","36","47","32"
"05/21/2002","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","30","5","."
"05/22/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","6","."
"05/23/2002","45","PM10","White Fish Dead End","30-029-0009","AQS","9","33","45","28"
"05/24/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","31","17","."
"05/25/2002","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","28","14","."
"05/26/2002","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","27","8","20"
"05/27/2002","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","26","9","."
"05/28/2002","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","23","11","."
"05/29/2002","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","24","16","19"
"05/30/2002","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","43","19","."
"05/31/2002","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","48","23","."
"06/01/2002","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","42","19","32"
"06/02/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","33","10","."
"06/03/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","12","."
"06/04/2002","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","17","30"
"06/05/2002","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","18","."
"06/06/2002","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","10","."
"06/07/2002","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","20","17"
"06/08/2002","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","32","6","."
"06/09/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","33","6","."
"06/10/2002","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","39","9","13"
"06/11/2002","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","28","14","."
"06/12/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","16","."
"06/13/2002","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","48","22","35"
"06/14/2002","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","48","26","."
"06/15/2002","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","46","23","."
"06/16/2002","50","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","50","21","39"
"06/17/2002","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41","16","."
"06/18/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","33","7","."
"06/19/2002","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","23","6","10"
"06/20/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","19","."
"06/21/2002","37","PM10","White Fish Dead End","30-029-0009","AQS","8","37","37","."
"06/22/2002","34","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","11","32","19","34"
"06/23/2002","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","32","11","."
"06/24/2002","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","44","18","."
"06/25/2002","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","46","22","28"
"06/26/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","25","."
"06/27/2002","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","42","37","."
"06/28/2002","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","22","19","19"
"06/29/2002","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","30","7","."
"06/30/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","9","."
"07/01/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","37","17","14"
"07/02/2002","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","41","19","."
"07/03/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","34","19","."
"07/04/2002","54","PM2.5","White Fish Dead End","30-029-0009","AQS","8","37","24","54"
"07/05/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","31","26","."
"07/06/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","34","17","."
"07/07/2002","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","32","17","25"
"07/08/2002","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","23","11","."
"07/09/2002","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","32","16","."
"07/10/2002","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","35","20","30"
"07/11/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","29","25","."
"07/12/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","36","30","."
"07/13/2002","36","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","8","29","31","36"
"07/14/2002","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","48","24","."
"07/15/2002","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","49","24","."
"07/16/2002","44","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","11","27","28","44"
"07/17/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","36","30","."
"07/18/2002","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","45","39","."
"07/19/2002","59","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","34","33","59"
"07/20/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","19","."
"07/21/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","18","."
"07/22/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","33","18","23"
"07/23/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","27","."
"07/24/2002","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","43","28","."
"07/25/2002","57","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","44","31","57"
"07/26/2002","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","30","."
"07/27/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","33","12","."
"07/28/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","31","19","25"
"07/29/2002","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","35","18","."
"07/30/2002","21","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","19","21","."
"07/31/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","16","13"
"08/01/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","29","18","."
"08/02/2002","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","24","."
"08/03/2002","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","26","23","18"
"08/04/2002","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","19","14","."
"08/05/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","37","13","."
"08/06/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","38","13","30"
"08/07/2002","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","35","17","."
"08/08/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","17","."
"08/09/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","38","15","25"
"08/10/2002","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","34","17","."
"08/11/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","15","."
"08/12/2002","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","23","23"
"08/13/2002","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","32","25","."
"08/14/2002","53","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8","34","53","."
"08/15/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","36","24","20"
"08/16/2002","42","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11","25","42","."
"08/17/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","16","."
"08/18/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","37","22","24"
"08/19/2002","62","PM10","Kalispell Flathead Electric","30-029-0047","AQS","9","37","62","."
"08/20/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","37","32","."
"08/21/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","18","27"
"08/22/2002","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","43","18","."
"08/23/2002","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","42","27","."
"08/24/2002","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","25","."
"08/25/2002","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41","15","."
"08/26/2002","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","20","17","."
"08/27/2002","23","PM2.5","White Fish Dead End","30-029-0009","AQS","14",".","16","23"
"08/28/2002","17","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11",".","17","."
"08/29/2002","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","46","19","."
"08/30/2002","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","43","19","26"
"08/31/2002","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","37","12","."
"09/01/2002","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","19","."
"09/02/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","16","15"
"09/03/2002","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","26","17","."
"09/04/2002","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","24","12","."
"09/05/2002","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","35","16","16"
"09/06/2002","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","23","10","."
"09/07/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","31","8","."
"09/08/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","31","10","17"
"09/09/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","13","."
"09/10/2002","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","26","18","."
"09/11/2002","40","PM2.5","White Fish Dead End","30-029-0009","AQS","11","23","24","40"
"09/12/2002","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","32","24","."
"09/13/2002","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","43","31","."
"09/14/2002","43","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","15","31","30","43"
"09/15/2002","31","PM10","Kalispell Flathead Electric","30-029-0047","AQS","18","22","31","."
"09/16/2002","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","38","30","."
"09/17/2002","31","PM10","Columbia Falls Ball Park","30-029-0007","AQS","9","21","31","28"
"09/18/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","29","9","."
"09/19/2002","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","35","15","."
"09/20/2002","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","31","15","13"
"09/21/2002","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","29","15","."
"09/22/2002","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","28","16","."
"09/23/2002","35","PM2.5","White Fish Dead End","30-029-0009","AQS","10","24","23","35"
"09/24/2002","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","20","19","."
"09/25/2002","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","25","20","."
"09/26/2002","33","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","13","31","25","33"
