"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"01/20/2005","35","CO","Moose's","30-029-0010","AQS","35","1","22","."
"01/21/2005","36","CO","Moose's","30-029-0010","AQS","36","14","22","."
"01/22/2005","54","PM2.5","White Fish Dead End","30-029-0009","AQS","27","13","15","54"
"01/23/2005","31","CO","Moose's","30-029-0010","AQS","31","10","29","."
"01/24/2005","28","PM10","Kalispell Flathead Electric","30-029-0047","AQS","28","15","28","."
"01/25/2005","67","PM2.5","White Fish Dead End","30-029-0009","AQS","28","15","27","67"
"01/26/2005","30","PM10","White Fish Dead End","30-029-0009","AQS","27","17","30","."
"01/27/2005","35","PM10","Kalispell Flathead Electric","30-029-0047","AQS","28","16","35","."
"01/28/2005","64","PM2.5","White Fish Dead End","30-029-0009","AQS","25","13","25","64"
"01/29/2005","18","CO","Moose's","30-029-0010","AQS","18","13","15","."
"01/30/2005","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","28","18","."
"01/31/2005","50","PM2.5","White Fish Dead End","30-029-0009","AQS","19","29","24","50"
"02/01/2005","56","PM10","Kalispell Flathead Electric","30-029-0047","AQS","22","35","56","."
"02/02/2005","59","PM10","White Fish Dead End","30-029-0009","AQS","30","37","59","."
"02/03/2005","65","PM10","Kalispell Flathead Electric","30-029-0047","AQS","30","31","65","56"
"02/04/2005","62","PM10","Kalispell Flathead Electric","30-029-0047","AQS","27","36","62","."
"02/05/2005","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","34","29","."
"02/06/2005","46","PM2.5","White Fish Dead End","30-029-0009","AQS","14","31","28","46"
"02/07/2005","51","PM10","Kalispell Flathead Electric","30-029-0047","AQS","22","26","51","."
"02/08/2005","51","PM10","Kalispell Flathead Electric","30-029-0047","AQS","19","33","51","."
"02/09/2005","54","PM2.5","White Fish Dead End","30-029-0009","AQS","19","33","53","54"
"02/10/2005","59","PM10","White Fish Dead End","30-029-0009","AQS","17","30","59","."
"02/11/2005","71","PM10","White Fish Dead End","30-029-0009","AQS","24","31","71","."
"02/12/2005","69","PM2.5","White Fish Dead End","30-029-0009","AQS","22","36","57","69"
"02/13/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","39","27","."
"02/14/2005","30","PM10","Kalispell Flathead Electric","30-029-0047","AQS","18",".","30","."
"02/15/2005","51","PM2.5","White Fish Dead End","30-029-0009","AQS","14",".","37","51"
"02/16/2005","39","PM10","White Fish Dead End","30-029-0009","AQS","13",".","39","."
"02/17/2005","46","PM10","White Fish Dead End","30-029-0009","AQS","17","35","46","."
"02/18/2005","53","PM10","White Fish Dead End","30-029-0009","AQS","16","31","53","52"
"02/19/2005","37","PM10","White Fish Dead End","30-029-0009","AQS","17","31","37","."
"02/20/2005","40","PM10","White Fish Dead End","30-029-0009","AQS","11","33","40","."
"02/21/2005","68","PM2.5","White Fish Dead End","30-029-0009","AQS","15","31","44","68"
"02/22/2005","66","PM10","White Fish Dead End","30-029-0009","AQS","16","35","66","."
"02/23/2005","59","PM10","White Fish Dead End","30-029-0009","AQS","16","33","59","."
"02/24/2005","67","PM2.5","White Fish Dead End","30-029-0009","AQS","16","34","62","67"
"02/25/2005","75","PM10","White Fish Dead End","30-029-0009","AQS","20","34","75","."
"02/26/2005","58","PM10","White Fish Dead End","30-029-0009","AQS","18","36","58","."
"02/27/2005","55","PM2.5","White Fish Dead End","30-029-0009","AQS","15","38","49","55"
"02/28/2005","76","PM10","White Fish Dead End","30-029-0009","AQS","16","33","76","."
"03/01/2005","67","PM10","White Fish Dead End","30-029-0009","AQS","15","37","67","."
"03/02/2005","54","PM2.5","White Fish Dead End","30-029-0009","AQS","15","35","52","54"
"03/03/2005","60","PM10","White Fish Dead End","30-029-0009","AQS","16","37","60","."
"03/04/2005","72","PM10","White Fish Dead End","30-029-0009","AQS","17","39","72","."
"03/05/2005","69","PM2.5","White Fish Dead End","30-029-0009","AQS","18","39","58","69"
"03/06/2005","46","PM10","White Fish Dead End","30-029-0009","AQS","11","44","46","."
"03/07/2005","53","PM10","White Fish Dead End","30-029-0009","AQS","16","42","53","."
"03/08/2005","54","PM10","White Fish Dead End","30-029-0009","AQS","15","40","54","42"
"03/09/2005","45","PM10","White Fish Dead End","30-029-0009","AQS","17","38","45","."
"03/10/2005","40","PM10","White Fish Dead End","30-029-0009","AQS","14","36","40","."
"03/11/2005","54","PM10","White Fish Dead End","30-029-0009","AQS","15","38","54","50"
"03/12/2005","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","40","22","."
"03/13/2005","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","42","18","."
"03/14/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","41","30","37"
"03/15/2005","46","PM10","White Fish Dead End","30-029-0009","AQS","14","42","46","."
"03/16/2005","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","46","45","."
"03/17/2005","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","33","13","31"
"03/18/2005","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","42","17","."
"03/19/2005","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","42","18","."
"03/20/2005","63","PM2.5","White Fish Dead End","30-029-0009","AQS","11","41","24","63"
"03/21/2005","45","PM10","White Fish Dead End","30-029-0009","AQS","11","45","45","."
"03/22/2005","55","PM10","White Fish Dead End","30-029-0009","AQS","14","37","55","."
"03/23/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","31","27"
"03/24/2005","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","40","34","."
"03/25/2005","55","PM10","White Fish Dead End","30-029-0009","AQS","5","39","55","."
"03/26/2005","48","PM2.5","White Fish Dead End","30-029-0009","AQS","5","42","32","48"
"03/27/2005","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","21","11","."
"03/28/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","43","15","."
"03/29/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","43","21","30"
"03/30/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","36","15","."
"03/31/2005","51","PM10","White Fish Dead End","30-029-0009","AQS","16","45","51","."
"04/01/2005","46","PM10","White Fish Dead End","30-029-0009","AQS","15","44","46","41"
"04/02/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","44","18","."
"04/03/2005","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","40","23","."
"04/04/2005","43","PM2.5","White Fish Dead End","30-029-0009","AQS","15","30","31","43"
"04/05/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","44","38","."
"04/06/2005","43","PM10","White Fish Dead End","30-029-0009","AQS","15","39","43","."
"04/07/2005","35","PM10","Kalispell Flathead Electric","30-029-0047","AQS","15",".","35","30"
"04/08/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","14","."
"04/09/2005","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","45","18","."
"04/10/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","44","24","32"
"04/11/2005","44","PM10","White Fish Dead End","30-029-0009","AQS","14","43","44","."
"04/12/2005","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","40","18","."
"04/13/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","36","11","26"
"04/14/2005","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","35","13","."
"04/15/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","44","41","."
"04/16/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41","31","25"
"04/17/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","41","10","."
"04/18/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","41","21","."
"04/19/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","44","21","24"
"04/20/2005","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","47","32","."
"04/21/2005","52","PM10","White Fish Dead End","30-029-0009","AQS","15",".","52","."
"04/22/2005","44","PM10","White Fish Dead End","30-029-0009","AQS","14",".","44","38"
"04/23/2005","31","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13",".","31","."
"04/24/2005","27","PM10","White Fish Dead End","30-029-0009","AQS","9",".","27","."
"04/25/2005","39","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14",".","39","38"
"04/26/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","44","42","."
"04/27/2005","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","42","22","."
"04/28/2005","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","45","23","26"
"04/29/2005","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","45","29","."
"04/30/2005","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","45","22","."
"05/01/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","41","19","30"
"05/02/2005","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","45","30","."
"05/03/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","43","36","."
"05/04/2005","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","40","19","26"
"05/05/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","38","26","."
"05/06/2005","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","31","19","."
"05/07/2005","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","25","11","17"
"05/08/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","38","13","."
"05/09/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","43","23","."
"05/10/2005","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","42","29","26"
"05/11/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","24","."
"05/12/2005","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","45","33","."
"05/13/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","41","26","33"
"05/14/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","36","22","."
"05/15/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","15","."
"05/16/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","39","11","15"
"05/17/2005","14","PM10","Kalispell Flathead Electric","30-029-0047","AQS","8",".","14","."
"05/18/2005","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","17","."
"05/19/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","16","29"
"05/20/2005","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","31","17","."
"05/21/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","36","12","."
"05/22/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","43","12","16"
"05/23/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","17","."
"05/24/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","17","."
"05/25/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","20","14"
"05/26/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","44","23","."
"05/27/2005","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","45","32","."
"05/28/2005","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","47","26","28"
"05/29/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","19","."
"05/30/2005","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","46","15","."
"05/31/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","29","28"
"06/01/2005","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","22","7","."
"06/02/2005","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","22","6","."
"06/03/2005","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","22","7","18"
"06/04/2005","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","22","."
"06/05/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","16","."
"06/06/2005","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","31","15","15"
"06/07/2005","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","28","7","."
"06/08/2005","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","22","12","."
"06/09/2005","28","PM2.5","White Fish Dead End","30-029-0009","AQS","9","23","15","28"
"06/10/2005","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","31","17","."
"06/11/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","44","16","."
"06/12/2005","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","28","10","18"
"06/13/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","36","21","."
"06/14/2005","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","35","20","."
"06/15/2005","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","45","23","26"
"06/16/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","36","33","."
"06/17/2005","33","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13","31","33","."
"06/18/2005","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","29","10","9"
"06/19/2005","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","31","13","."
"06/20/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","38","24","."
"06/21/2005","41","PM10","White Fish Dead End","30-029-0009","AQS","13","38","41","39"
"06/22/2005","61","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10","51","61","."
"06/23/2005","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","34","22","."
"06/24/2005","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","32","29","25"
"06/25/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","39","26","."
"06/26/2005","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","34","18","."
"06/27/2005","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","31","19","21"
"06/28/2005","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","23","11","."
"06/29/2005","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","28","13","."
"06/30/2005","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","34","23","31"
"07/01/2005","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","46","23","."
"07/02/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","41","22","."
"07/03/2005","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","32","15","28"
"07/04/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","36","30","."
"07/05/2005","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","37","30","."
"07/06/2005","31","PM10","White Fish Dead End","30-029-0009","AQS","10","25","31","28"
"07/07/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","39","31","."
"07/08/2005","30","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11",".","30","."
"07/09/2005","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","33","10","8"
"07/10/2005","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","7","."
"07/11/2005","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","29","17","."
"07/12/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","39","21","23"
"07/13/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","44","30","."
"07/14/2005","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","35","31","."
"07/15/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","38","31","33"
"07/16/2005","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","32","20","."
"07/17/2005","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","29","9","."
"07/18/2005","58","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","29","19","58"
"07/19/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","43","26","."
"07/20/2005","71","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","71","29","."
"07/21/2005","64","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","64","31","30"
"07/22/2005","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","47","33","."
"07/23/2005","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","45","13","."
"07/24/2005","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","42","18","20"
"07/25/2005","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","32","26","."
"07/26/2005","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","35","25","."
"07/27/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","41","33","37"
"07/28/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","44","35","."
"07/29/2005","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","49","41","."
"07/30/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","38","24","25"
"07/31/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","43","22","."
"08/01/2005","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","42","28","."
"08/02/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","43","24","25"
"08/03/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","44","29","."
"08/04/2005","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","46","36","."
"08/05/2005","64","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","64","39","43"
"08/06/2005","54","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","54","29","."
"08/07/2005","58","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","58","35","."
"08/08/2005","48","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","13","47","48","48"
"08/09/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","43","37","."
"08/10/2005","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","37","29","."
"08/11/2005","35","PM2.5","White Fish Dead End","30-029-0009","AQS","15","31","18","35"
"08/12/2005","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","30","13","."
"08/13/2005","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","35","9","."
"08/14/2005","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","40","19","34"
"08/15/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","39","31","."
"08/16/2005","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","48","39","."
"08/17/2005","41","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","20","24","38","41"
"08/18/2005","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","23","10","."
"08/19/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","36","23","."
"08/20/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","22","27"
"08/21/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","27","."
"08/22/2005","44","PM10","Kalispell Flathead Electric","30-029-0047","AQS","18","32","44","."
"08/23/2005","39","PM10","Kalispell Flathead Electric","30-029-0047","AQS","15","33","39","38"
"08/24/2005","17","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","17","8","."
"08/25/2005","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","27","22","."
"08/26/2005","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","39","25","30"
"08/27/2005","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","47","26","."
"08/28/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","43","27","."
"08/29/2005","44","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11","34","44","42"
"08/30/2005","34","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13","33","34","."
"08/31/2005","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","37","29","."
"09/01/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","38","27","32"
"09/02/2005","44","PM10","Kalispell Flathead Electric","30-029-0047","AQS","19","33","44","."
"09/03/2005","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","36","27","."
"09/04/2005","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","37","19","18"
"09/05/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","41","22","."
"09/06/2005","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","35","26","."
"09/07/2005","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","40","30","26"
"09/08/2005","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","44","34","."
"09/09/2005","34","PM10","Kalispell Flathead Electric","30-029-0047","AQS","23","33","34","."
"09/10/2005","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","25","6","10"
"09/11/2005","14","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","14","6","."
"09/12/2005","14","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","14","10","."
"09/13/2005","29","PM2.5","White Fish Dead End","30-029-0009","AQS","10","12","19","29"
"09/14/2005","27","PM10","White Fish Dead End","30-029-0009","AQS","10","24","27","."
"09/15/2005","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","29","23","."
"09/16/2005","30","PM2.5","White Fish Dead End","30-029-0009","AQS","18","26","21","30"
"09/17/2005","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","27","14","."
"09/18/2005","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","29","13","."
"09/19/2005","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","41","26","26"
"09/20/2005","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","43","30","."
"09/21/2005","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","35","20","."
"09/22/2005","55","PM2.5","White Fish Dead End","30-029-0009","AQS","14","36","31","55"
"09/23/2005","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","27","23","."
"09/24/2005","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","35","19","."
"09/25/2005","37","PM2.5","White Fish Dead End","30-029-0009","AQS","11","27","19","37"
"09/26/2005","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","34","25","."
"09/27/2005","44","PM10","Kalispell Flathead Electric","30-029-0047","AQS","15","22","44","."
"09/28/2005","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","37","29","34"
"09/29/2005","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","32","23","."
"09/30/2005","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","30","10","."
"10/01/2005","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","7","11"
"10/02/2005","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","26","12","."
"10/03/2005","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","19","14","."
