"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"04/09/2004","53","PM2.5","White Fish Dead End","30-029-0009","AQS","3","39","38","53"
"04/10/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","44","31","."
"04/11/2004","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","43","27","."
"04/12/2004","48","PM2.5","White Fish Dead End","30-029-0009","AQS","5","40","44","48"
"04/13/2004","41","PM10","Kalispell Flathead Electric","30-029-0047","AQS","3","38","41","."
"04/14/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","38","10","."
"04/15/2004","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","32","9","19"
"04/16/2004","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","34","6","."
"04/17/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","38","21","."
"04/18/2004","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","13","28"
"04/19/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","22","."
"04/20/2004","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","37","17","."
"04/21/2004","22","PM2.5","White Fish Dead End","30-029-0009","AQS","16",".","19","22"
"04/22/2004","57","PM10","White Fish Dead End","30-029-0009","AQS","15","44","57","."
"04/23/2004","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","45","43","."
"04/24/2004","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","47","15","19"
"04/25/2004","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","45","22","."
"04/26/2004","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","42","40","."
"04/27/2004","51","PM10","Columbia Falls Ball Park","30-029-0007","AQS","13","46","51","31"
"04/28/2004","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","43","11","."
"04/29/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","44","25","."
"04/30/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","44","28","33"
"05/01/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","26","."
"05/02/2004","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","47","24","."
"05/03/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","44","30","28"
"05/04/2004","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","47","32","."
"05/05/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","28","."
"05/06/2004","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","47","34","29"
"05/07/2004","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","46","30","."
"05/08/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","38","15","."
"05/09/2004","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","43","11","13"
"05/10/2004","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","36","17","."
"05/11/2004","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","43","8","."
"05/12/2004","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","41","15","18"
"05/13/2004","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","16","."
"05/14/2004","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","42","15","."
"05/15/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","44","17","28"
"05/16/2004","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","46","16","."
"05/17/2004","51","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","51","23","."
"05/18/2004","54","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","54","19","27"
"05/19/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","44","21","."
"05/20/2004","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","43","18","."
"05/21/2004","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","32","6","10"
"05/22/2004","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","27","5","."
"05/23/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","38","6","."
"05/24/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","44","16","20"
"05/25/2004","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","39","12","."
"05/26/2004","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","28","13","."
"05/27/2004","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","36","19","15"
"05/28/2004","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","43","13","."
"05/29/2004","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","30","6","."
"05/30/2004","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","34","17","8"
"05/31/2004","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","37","8","."
"06/01/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","26","."
"06/02/2004","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","46","22","25"
"06/03/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","44","30","."
"06/04/2004","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","45","33","."
"06/05/2004","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","37","19","34"
"06/06/2004","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33","4","."
"06/07/2004","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","31","13","."
"06/08/2004","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","39","12","19"
"06/09/2004","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","26","16","."
"06/10/2004","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","29","18","."
"06/11/2004","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","27","11","10"
"06/12/2004","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","25","11","."
"06/13/2004","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","22","9","."
"06/14/2004","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","35","14","10"
"06/15/2004","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","29","10","."
"06/16/2004","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","34","21","."
"06/17/2004","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","41","12","13"
"06/18/2004","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","42","15","."
"06/19/2004","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","37","11","."
"06/20/2004","25","PM2.5","White Fish Dead End","30-029-0009","AQS","11","25","15","25"
"06/21/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","38","23","."
"06/22/2004","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","36","33","."
"06/23/2004","44","PM2.5","White Fish Dead End","30-029-0009","AQS","11","39","31","44"
"06/24/2004","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","34","18","."
"06/25/2004","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","36","25","."
"06/26/2004","37","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","11","26","17","37"
"06/27/2004","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","15","."
"06/28/2004","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","40","17","."
"06/29/2004","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","39","23","30"
"06/30/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","38","21","."
"07/01/2004","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","35","16","."
"07/02/2004","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","42","22","38"
"07/03/2004","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","32","18","."
"07/04/2004","18","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","18","12","."
"07/05/2004","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","28","12","24"
"07/06/2004","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","30","19","."
"07/07/2004","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","12","."
"07/08/2004","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","23","16","17"
"07/09/2004","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","37","26","."
"07/10/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","38","19","."
"07/11/2004","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","12","20"
"07/12/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","38","19","."
"07/13/2004","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","31","28","."
"07/14/2004","42","PM2.5","White Fish Dead End","30-029-0009","AQS","13","40","35","42"
"07/15/2004","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","42","33","."
"07/16/2004","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","47","38","."
"07/17/2004","50","PM2.5","White Fish Dead End","30-029-0009","AQS","14","41","34","50"
"07/18/2004","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","36","28","."
"07/19/2004","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","30","14","."
"07/20/2004","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","35","13","21"
"07/21/2004","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","37","19","."
"07/22/2004","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","34","19","."
"07/23/2004","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","39","26","35"
"07/24/2004","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","39","28","."
"07/25/2004","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","43","35","."
"07/26/2004","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","48","36","41"
"07/27/2004","37","PM10","White Fish Dead End","30-029-0009","AQS","14","37","37","."
"07/28/2004","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","40","38","."
"07/29/2004","56","PM2.5","White Fish Dead End","30-029-0009","AQS","11","38","44","56"
"07/30/2004","53","PM10","White Fish Dead End","30-029-0009","AQS","13","50","53","."
"07/31/2004","49","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","49","45","."
"08/01/2004","54","PM2.5","White Fish Dead End","30-029-0009","AQS","11","48","36","54"
"08/02/2004","52","PM10","White Fish Dead End","30-029-0009","AQS","17","35","52","."
"08/03/2004","54","PM10","Kalispell Flathead Electric","30-029-0047","AQS","15","31","54","."
"08/04/2004","48","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","48","31","32"
"08/05/2004","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","45","30","."
"08/06/2004","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","39","22","."
"08/07/2004","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","21","9","10"
"08/08/2004","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","28","12","."
"08/09/2004","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","28","15","."
"08/10/2004","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","31","27","25"
"08/11/2004","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","37","27","."
"08/12/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","38","29","."
"08/13/2004","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","38","32","35"
"08/14/2004","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","41","29","."
"08/15/2004","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","44","36","."
"08/16/2004","62","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","15","39","51","62"
"08/17/2004","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","40","39","."
"08/18/2004","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","18","34","24","."
"08/19/2004","43","PM2.5","White Fish Dead End","30-029-0009","AQS","17","33","31","43"
"08/20/2004","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","33","23","."
"08/21/2004","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","35","27","."
"08/22/2004","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","22","14","21"
"08/23/2004","18","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","18","9","."
"08/24/2004","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","19","13","."
"08/25/2004","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","23","9","10"
"08/26/2004","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","26","10","."
"08/27/2004","20","PM10","Kalispell Flathead Electric","30-029-0047","AQS","17","19","20","."
"08/28/2004","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","19","16","15"
"08/29/2004","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","19","15","."
"08/30/2004","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","27","25","."
"08/31/2004","27","PM2.5","White Fish Dead End","30-029-0009","AQS","17","21","27","27"
"09/01/2004","30","PM10","Kalispell Flathead Electric","30-029-0047","AQS","15","20","30","."
"09/02/2004","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","33","27","."
"09/03/2004","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","28","20","21"
"09/04/2004","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","19","12","."
"09/05/2004","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","15","."
"09/06/2004","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","28","15","16"
"09/07/2004","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","25","21","."
"09/08/2004","31","PM10","White Fish Dead End","30-029-0009","AQS","19","29","31","."
"09/09/2004","60","PM2.5","White Fish Dead End","30-029-0009","AQS","14","33","30","60"
"09/10/2004","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","36","34","."
"09/11/2004","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","24","18","."
"09/12/2004","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","33","8","13"
"09/13/2004","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","29","11","."
"09/14/2004","17","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","17","7","."
"09/15/2004","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","22","11","13"
"09/16/2004","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","22","14","."
"09/17/2004","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","25","19","."
"09/18/2004","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","27","11","13"
"09/19/2004","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","21","8","."
"09/20/2004","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","20","14","."
"09/21/2004","20","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","5",".","19","20"
"09/22/2004","33","PM10","White Fish Dead End","30-029-0009","AQS","7","30","33","."
"09/23/2004","37","PM10","White Fish Dead End","30-029-0009","AQS","6","19","37","."
"09/24/2004","40","PM10","White Fish Dead End","30-029-0009","AQS","6","24","40","37"
"09/25/2004","30","PM10","White Fish Dead End","30-029-0009","AQS","14","23","30","."
"09/26/2004","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","36","28","."
"09/27/2004","38","PM2.5","White Fish Dead End","30-029-0009","AQS","17","31","37","38"
"09/28/2004","45","PM10","White Fish Dead End","30-029-0009","AQS","17","25","45","."
"09/29/2004","41","PM10","White Fish Dead End","30-029-0009","AQS","16","34","41","."
"09/30/2004","35","PM2.5","White Fish Dead End","30-029-0009","AQS","16","28","34","35"
"10/01/2004","28","PM10","White Fish Dead End","30-029-0009","AQS","16","27","28","."
"10/02/2004","33","PM10","White Fish Dead End","30-029-0009","AQS","13","25","33","."
"10/03/2004","49","PM2.5","White Fish Dead End","30-029-0009","AQS","13","23","27","49"
"10/04/2004","37","PM10","White Fish Dead End","30-029-0009","AQS","17","27","37","."
