"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"10/05/2004","43","PM10","White Fish Dead End","30-029-0009","AQS","18","35","43","."
"10/06/2004","61","PM2.5","White Fish Dead End","30-029-0009","AQS","19","24","42","61"
"10/07/2004","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","31","21","."
"10/08/2004","37","PM10","White Fish Dead End","30-029-0009","AQS","18","17","37","."
"10/09/2004","40","PM2.5","White Fish Dead End","30-029-0009","AQS","18","20","20","40"
"10/10/2004","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","25","16","."
"10/11/2004","27","PM10","Kalispell Flathead Electric","30-029-0047","AQS","16","23","27","."
"10/12/2004","45","PM2.5","White Fish Dead End","30-029-0009","AQS","16","30","31","45"
"10/13/2004","31","PM10","White Fish Dead End","30-029-0009","AQS","16","27","31","."
"10/14/2004","34","PM10","White Fish Dead End","30-029-0009","AQS","17","28","34","."
"10/15/2004","25","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","18","23","19","25"
"10/16/2004","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","19","14","."
"10/17/2004","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","20","6","."
"10/18/2004","35","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","18","14","21","35"
"10/19/2004","20","CO","Moose's","30-029-0010","AQS","20","18","19","."
"10/20/2004","40","PM10","White Fish Dead End","30-029-0009","AQS","23","11","40","."
"10/21/2004","87","PM2.5","White Fish Dead End","30-029-0009","AQS","15","20","42","87"
"10/22/2004","33","PM10","White Fish Dead End","30-029-0009","AQS","16","27","33","."
"10/23/2004","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","27","18","."
"10/24/2004","30","PM2.5","White Fish Dead End","30-029-0009","AQS","10","24","27","30"
"10/25/2004","37","PM10","White Fish Dead End","30-029-0009","AQS","18","32","37","."
"10/26/2004","36","PM10","White Fish Dead End","30-029-0009","AQS","22","25","36","."
"10/27/2004","67","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","22","17","37","67"
"10/28/2004","52","PM10","White Fish Dead End","30-029-0009","AQS","19","15","52","."
"10/29/2004","53","PM10","White Fish Dead End","30-029-0009","AQS","26","32","53","."
"10/30/2004","39","PM2.5","White Fish Dead End","30-029-0009","AQS","18","35","13","39"
"10/31/2004","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","23","19","."
"11/01/2004","37","PM10","White Fish Dead End","30-029-0009","AQS","16","29","37","."
"11/02/2004","64","PM2.5","White Fish Dead End","30-029-0009","AQS","17","15","21","64"
"11/03/2004","27","PM10","Kalispell Flathead Electric","30-029-0047","AQS","24","24","27","."
"11/04/2004","61","PM10","White Fish Dead End","30-029-0009","AQS","22","19","61","."
"11/05/2004","91","PM2.5","White Fish Dead End","30-029-0009","AQS","23","25","59","91"
"11/06/2004","41","PM10","Kalispell Flathead Electric","30-029-0047","AQS","24","31","41","."
"11/07/2004","27","PM10","Kalispell Flathead Electric","30-029-0047","AQS","24","19","27","."
"11/08/2004","75","PM2.5","White Fish Dead End","30-029-0009","AQS","25","8","35","75"
"11/09/2004","44","PM10","White Fish Dead End","30-029-0009","AQS","20","10","44","."
"11/10/2004","28","PM10","Kalispell Flathead Electric","30-029-0047","AQS","18",".","28","."
"11/11/2004","69","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","18",".","36","69"
"11/12/2004","27","PM10","White Fish Dead End","30-029-0009","AQS","18","16","27","."
"11/13/2004","22","PM10","White Fish Dead End","30-029-0009","AQS","15","20","22","."
"11/14/2004","65","PM2.5","White Fish Dead End","30-029-0009","AQS","11","19","31","65"
"11/15/2004","49","PM10","White Fish Dead End","30-029-0009","AQS","17","14","49","."
"11/16/2004","43","PM10","Kalispell Flathead Electric","30-029-0047","AQS","25",".","43","."
"11/17/2004","62","PM2.5","White Fish Dead End","30-029-0009","AQS","23","27","46","62"
"11/18/2004","48","PM10","White Fish Dead End","30-029-0009","AQS","22","23","48","."
"11/19/2004","36","PM10","White Fish Dead End","30-029-0009","AQS","18","23","36","."
"11/20/2004","58","PM2.5","White Fish Dead End","30-029-0009","AQS","18","23","35","58"
"11/21/2004","42","PM10","White Fish Dead End","30-029-0009","AQS","19","20","42","."
"11/22/2004","27","CO","Moose's","30-029-0010","AQS","27","25","25","."
"11/23/2004","64","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","24","12","49","64"
"11/24/2004","33","CO","Moose's","30-029-0010","AQS","33","19","23","."
"11/25/2004","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","28","8","."
"11/26/2004","33","PM10","Kalispell Flathead Electric","30-029-0047","AQS","24","29","33","28"
"11/27/2004","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","23","20","."
"11/28/2004","24","PM10","Kalispell Flathead Electric","30-029-0047","AQS","16","14","24","."
"11/29/2004","57","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","17","22","24","57"
"11/30/2004","26","PM10","White Fish Dead End","30-029-0009","AQS","20",".","26","."
"12/01/2004","32","PM10","White Fish Dead End","30-029-0009","AQS","9","20","32","."
"12/02/2004","64","PM2.5","White Fish Dead End","30-029-0009","AQS","9","28","26","64"
"12/03/2004","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","33","23","."
"12/04/2004","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","28","18","."
"12/05/2004","45","PM2.5","White Fish Dead End","30-029-0009","AQS","20","27","16","45"
"12/06/2004","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","26","24","."
"12/07/2004","23","CO","Moose's","30-029-0010","AQS","23","20","15","."
"12/08/2004","54","PM2.5","White Fish Dead End","30-029-0009","AQS","27","29","14","54"
"12/09/2004","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","30","19","."
"12/10/2004","32","CO","Moose's","30-029-0010","AQS","32","18","13","."
"12/11/2004","35","PM2.5","White Fish Dead End","30-029-0009","AQS","25","33","26","35"
"12/12/2004","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","28","17","."
"12/13/2004","43","PM10","Kalispell Flathead Electric","30-029-0047","AQS","25","23","43","."
"12/14/2004","52","PM10","Kalispell Flathead Electric","30-029-0047","AQS","26","14","52","25"
"12/15/2004","54","PM10","Kalispell Flathead Electric","30-029-0047","AQS","27","16","54","."
"12/16/2004","41","PM10","Kalispell Flathead Electric","30-029-0047","AQS","23","17","41","."
"12/17/2004","67","PM2.5","White Fish Dead End","30-029-0009","AQS","30","14","52","67"
"12/18/2004","31","CO","Moose's","30-029-0010","AQS","31","10","19","."
"12/19/2004","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","31","15","."
"12/20/2004","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","33","27","13"
"12/21/2004","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","31","14","."
"12/22/2004","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","31","11","."
"12/23/2004","43","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","20","25","17","43"
"12/24/2004","23","CO","Moose's","30-029-0010","AQS","23","18","19","."
"12/25/2004","19","PM10","White Fish Dead End","30-029-0009","AQS","13","6","19","."
"12/26/2004","58","PM2.5","White Fish Dead End","30-029-0009","AQS","14","22","15","58"
"12/27/2004","20","CO","Moose's","30-029-0010","AQS","20","19","11","."
"12/28/2004","22","CO","Moose's","30-029-0010","AQS","22","18","15","."
"12/29/2004","40","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","15","17","15","40"
"12/30/2004","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","24","17","."
"12/31/2004","14","CO","Moose's","30-029-0010","AQS","14",".","13","."
